NAME,GS<br> follow link to MSigDB,GS DETAILS,SIZE,ES,NES,NOM p-val,FDR q-val,FWER p-val,RANK AT MAX,LEADING EDGE,group
REACTOME_AUTOPHAGY,REACTOME_AUTOPHAGY,Details ...,124,-0.40012446,-1.5928801,0,0.03967631,0.274,2064,"tags=32%, list=16%, signal=38%",Tn
REACTOME_FATTY_ACID_METABOLISM,REACTOME_FATTY_ACID_METABOLISM,Details ...,130,-0.37671053,-1.5105213,0.002188184,0.065191984,0.446,3252,"tags=35%, list=26%, signal=47%",Tn
REACTOME_CHAPERONE_MEDIATED_AUTOPHAGY,REACTOME_CHAPERONE_MEDIATED_AUTOPHAGY,Details ...,15,-0.58266664,-1.5000559,0.038383838,0.06585445,0.482,280,"tags=20%, list=2%, signal=20%",Tn
REACTOME_TRIGLYCERIDE_CATABOLISM,REACTOME_TRIGLYCERIDE_CATABOLISM,Details ...,12,-0.61160177,-1.491162,0.052313883,0.06375631,0.496,1847,"tags=42%, list=15%, signal=49%",Tn
REACTOME_LATE_ENDOSOMAL_MICROAUTOPHAGY,REACTOME_LATE_ENDOSOMAL_MICROAUTOPHAGY,Details ...,25,-0.49706754,-1.4617051,0.048582997,0.07139393,0.563,2555,"tags=44%, list=20%, signal=55%",Tn
MODULE_530,MODULE_530,Details ...,12,-0.5548261,-1.3547593,0.10891089,0.13946103,0.817,1669,"tags=58%, list=13%, signal=67%",Tn
GO_REGULATION_OF_MACROAUTOPHAGY,GO_REGULATION_OF_MACROAUTOPHAGY,Details ...,154,-0.30598947,-1.2534901,0.05858586,0.233943,0.955,2443,"tags=30%, list=20%, signal=37%",Tn
GO_MACROAUTOPHAGY,GO_MACROAUTOPHAGY,Details ...,263,-0.28040484,-1.2362641,0.029953917,0.24310939,0.966,2443,"tags=30%, list=20%, signal=37%",Tn
KUMAR_AUTOPHAGY_NETWORK,KUMAR_AUTOPHAGY_NETWORK,Details ...,42,-0.36870494,-1.225312,0.16182573,0.2430827,0.971,1433,"tags=24%, list=11%, signal=27%",Tn
REACTOME_RECEPTOR_MEDIATED_MITOPHAGY,REACTOME_RECEPTOR_MEDIATED_MITOPHAGY,Details ...,11,-0.50321174,-1.2002213,0.24186991,0.26413953,0.986,1933,"tags=45%, list=15%, signal=54%",Tn
GO_AUTOPHAGY_OF_MITOCHONDRION,GO_AUTOPHAGY_OF_MITOCHONDRION,Details ...,70,-0.32101467,-1.1645697,0.18295218,0.30006206,0.991,2064,"tags=30%, list=16%, signal=36%",Tn
REACTOME_TRIGLYCERIDE_METABOLISM,REACTOME_TRIGLYCERIDE_METABOLISM,Details ...,21,-0.40458518,-1.131694,0.28958333,0.33629337,0.995,1847,"tags=24%, list=15%, signal=28%",Tn
GO_REGULATION_OF_AUTOPHAGY,GO_REGULATION_OF_AUTOPHAGY,Details ...,274,-0.24833532,-1.1028582,0.1670282,0.36661652,0.998,2172,"tags=22%, list=17%, signal=26%",Tn
KEGG_REGULATION_OF_AUTOPHAGY,KEGG_REGULATION_OF_AUTOPHAGY,Details ...,31,-0.3361331,-1.0643599,0.36307055,0.41968846,0.998,5167,"tags=74%, list=41%, signal=126%",Tn
GO_NEGATIVE_REGULATION_OF_AUTOPHAGY,GO_NEGATIVE_REGULATION_OF_AUTOPHAGY,Details ...,64,-0.29457423,-1.0546812,0.34468085,0.4200605,0.999,2246,"tags=28%, list=18%, signal=34%",Tn
GO_POSITIVE_REGULATION_OF_AUTOPHAGY_OF_MITOCHONDRION,GO_POSITIVE_REGULATION_OF_AUTOPHAGY_OF_MITOCHONDRION,Details ...,19,-0.37200543,-1.0097014,0.46153846,0.48734176,1,1877,"tags=32%, list=15%, signal=37%",Tn
GO_REGULATION_OF_AUTOPHAGY_OF_MITOCHONDRION,GO_REGULATION_OF_AUTOPHAGY_OF_MITOCHONDRION,Details ...,39,-0.299404,-0.97952753,0.47368422,0.5248595,1,1877,"tags=26%, list=15%, signal=30%",Tn
GO_REGULATION_OF_AUTOPHAGY_OF_MITOCHONDRION_IN_RESPONSE_TO_MITOCHONDRIAL_DEPOLARIZATION,GO_REGULATION_OF_AUTOPHAGY_OF_MITOCHONDRION_IN_RESPONSE_TO_MITOCHONDRIAL_DEPOLARIZATION,Details ...,13,-0.3913879,-0.9746575,0.48096192,0.5153256,1,2964,"tags=46%, list=24%, signal=60%",Tn
GO_MITOPHAGY,GO_MITOPHAGY,Details ...,21,-0.30699235,-0.8751332,0.6666667,0.68774396,1,1963,"tags=33%, list=16%, signal=39%",Tn
REACTOME_NR1H3_NR1H2_REGULATE_GENE_EXPRESSION_LINKED_TO_CHOLESTEROL_TRANSPORT_AND_EFFLUX,REACTOME_NR1H3_NR1H2_REGULATE_GENE_EXPRESSION_LINKED_TO_CHOLESTEROL_TRANSPORT_AND_EFFLUX,Details ...,31,0.5285123,1.6017908,0.007662835,0.18822962,0.253,2197,"tags=45%, list=18%, signal=55%",Tn
REACTOME_NR1H2_AND_NR1H3_MEDIATED_SIGNALING,REACTOME_NR1H2_AND_NR1H3_MEDIATED_SIGNALING,Details ...,37,0.5002347,1.599089,0.017175572,0.096529864,0.257,2197,"tags=41%, list=18%, signal=49%",Tn
GO_TRIGLYCERIDE_RICH_PLASMA_LIPOPROTEIN_PARTICLE,GO_TRIGLYCERIDE_RICH_PLASMA_LIPOPROTEIN_PARTICLE,Details ...,10,0.57231295,1.2984648,0.1610338,0.53363186,0.925,1219,"tags=20%, list=10%, signal=22%",Tn
GO_CHAPERONE_MEDIATED_AUTOPHAGY,GO_CHAPERONE_MEDIATED_AUTOPHAGY,Details ...,11,0.53581834,1.2663077,0.18595041,0.47985464,0.957,1945,"tags=45%, list=16%, signal=54%",Tn
GO_POSITIVE_REGULATION_OF_AUTOPHAGY,GO_POSITIVE_REGULATION_OF_AUTOPHAGY,Details ...,102,0.29304838,1.1225582,0.22777778,0.8033565,0.998,2148,"tags=27%, list=17%, signal=33%",Tn
GO_POSITIVE_REGULATION_OF_MACROAUTOPHAGY,GO_POSITIVE_REGULATION_OF_MACROAUTOPHAGY,Details ...,59,0.29678458,1.0516366,0.3611111,0.9180409,1,2148,"tags=29%, list=17%, signal=35%",Tn
GO_POSITIVE_REGULATION_OF_TRIGLYCERIDE_BIOSYNTHETIC_PROCESS,GO_POSITIVE_REGULATION_OF_TRIGLYCERIDE_BIOSYNTHETIC_PROCESS,Details ...,10,0.45393723,1.0151964,0.4580777,0.91081685,1,3758,"tags=50%, list=30%, signal=71%",Tn
GO_SELECTIVE_AUTOPHAGY,GO_SELECTIVE_AUTOPHAGY,Details ...,43,0.3137187,1.0103462,0.41916168,0.812225,1,2217,"tags=33%, list=18%, signal=39%",Tn
GO_REGULATION_OF_TRIGLYCERIDE_BIOSYNTHETIC_PROCESS,GO_REGULATION_OF_TRIGLYCERIDE_BIOSYNTHETIC_PROCESS,Details ...,14,0.39001623,0.9910244,0.46478873,0.78073555,1,3758,"tags=43%, list=30%, signal=61%",Tn
GO_POSITIVE_REGULATION_OF_TRIGLYCERIDE_METABOLIC_PROCESS,GO_POSITIVE_REGULATION_OF_TRIGLYCERIDE_METABOLIC_PROCESS,Details ...,13,0.37032196,0.90573174,0.54814816,0.9412557,1,1107,"tags=15%, list=9%, signal=17%",Tn
GO_REGULATION_OF_MITOPHAGY,GO_REGULATION_OF_MITOPHAGY,Details ...,16,0.3282618,0.84257776,0.6772983,1,1,2217,"tags=38%, list=18%, signal=46%",Tn
GO_NEGATIVE_REGULATION_OF_MACROAUTOPHAGY,GO_NEGATIVE_REGULATION_OF_MACROAUTOPHAGY,Details ...,29,0.26890543,0.8148032,0.76717556,0.99055916,1,2603,"tags=38%, list=21%, signal=48%",Tn
GO_REGULATION_OF_TRIGLYCERIDE_METABOLIC_PROCESS,GO_REGULATION_OF_TRIGLYCERIDE_METABOLIC_PROCESS,Details ...,25,0.27985057,0.8080561,0.78957915,0.92754227,1,3758,"tags=40%, list=30%, signal=57%",Tn
GO_TRIGLYCERIDE_CATABOLIC_PROCESS,GO_TRIGLYCERIDE_CATABOLIC_PROCESS,Details ...,11,0.30708662,0.73615265,0.8072289,0.9581014,1,2279,"tags=27%, list=18%, signal=33%",Tn
GO_TRIGLYCERIDE_METABOLIC_PROCESS,GO_TRIGLYCERIDE_METABOLIC_PROCESS,Details ...,55,0.18890424,0.6309452,0.98624754,0.96710265,1,3758,"tags=36%, list=30%, signal=52%",Tn
