NAME,GS<br> follow link to MSigDB,GS DETAILS,SIZE,ES,NES,NOM p-val,FDR q-val,FWER p-val,RANK AT MAX,LEADING EDGE,group
GO_POSITIVE_REGULATION_OF_TRIGLYCERIDE_METABOLIC_PROCESS,GO_POSITIVE_REGULATION_OF_TRIGLYCERIDE_METABOLIC_PROCESS,Details ...,13,-0.44267398,-1.1287625,0.30851063,0.37689337,0.998,5040,"tags=69%, list=37%, signal=110%",Tfh
GO_REGULATION_OF_AUTOPHAGY_OF_MITOCHONDRION,GO_REGULATION_OF_AUTOPHAGY_OF_MITOCHONDRION,Details ...,39,-0.32214135,-1.0598434,0.35059762,0.48629504,1,2225,"tags=31%, list=16%, signal=37%",Tfh
GO_TRIGLYCERIDE_METABOLIC_PROCESS,GO_TRIGLYCERIDE_METABOLIC_PROCESS,Details ...,63,-0.28149092,-1.0380688,0.37701613,0.5138932,1,3598,"tags=30%, list=27%, signal=41%",Tfh
MODULE_530,MODULE_530,Details ...,12,-0.41532564,-1.020357,0.44186047,0.5334816,1,2747,"tags=67%, list=20%, signal=84%",Tfh
GO_REGULATION_OF_AUTOPHAGY,GO_REGULATION_OF_AUTOPHAGY,Details ...,285,-0.2250388,-1.0129812,0.398,0.5314178,1,2028,"tags=19%, list=15%, signal=22%",Tfh
GO_REGULATION_OF_TRIGLYCERIDE_METABOLIC_PROCESS,GO_REGULATION_OF_TRIGLYCERIDE_METABOLIC_PROCESS,Details ...,26,-0.33086413,-1.0129486,0.4487705,0.51437724,1,5121,"tags=54%, list=38%, signal=86%",Tfh
GO_POSITIVE_REGULATION_OF_TRIGLYCERIDE_BIOSYNTHETIC_PROCESS,GO_POSITIVE_REGULATION_OF_TRIGLYCERIDE_BIOSYNTHETIC_PROCESS,Details ...,10,-0.38725525,-0.9009122,0.58446604,0.73619527,1,5040,"tags=60%, list=37%, signal=96%",Tfh
KEGG_REGULATION_OF_AUTOPHAGY,KEGG_REGULATION_OF_AUTOPHAGY,Details ...,18,-0.31532514,-0.88577163,0.63414633,0.7447292,1,2952,"tags=33%, list=22%, signal=43%",Tfh
GO_NEGATIVE_REGULATION_OF_AUTOPHAGY,GO_NEGATIVE_REGULATION_OF_AUTOPHAGY,Details ...,68,-0.22926797,-0.8362844,0.80080485,0.82037103,1,2702,"tags=26%, list=20%, signal=33%",Tfh
GO_NEGATIVE_REGULATION_OF_MACROAUTOPHAGY,GO_NEGATIVE_REGULATION_OF_MACROAUTOPHAGY,Details ...,30,-0.26002938,-0.8058151,0.7875751,0.84738237,1,2225,"tags=27%, list=16%, signal=32%",Tfh
GO_SEQUESTERING_OF_TRIGLYCERIDE,GO_SEQUESTERING_OF_TRIGLYCERIDE,Details ...,12,-0.30920726,-0.7672212,0.78125,0.8770602,1,3598,"tags=33%, list=27%, signal=45%",Tfh
GO_REGULATION_OF_TRIGLYCERIDE_BIOSYNTHETIC_PROCESS,GO_REGULATION_OF_TRIGLYCERIDE_BIOSYNTHETIC_PROCESS,Details ...,14,-0.24644612,-0.6431312,0.913215,0.9571916,1,5040,"tags=50%, list=37%, signal=80%",Tfh
REACTOME_NR1H3_NR1H2_REGULATE_GENE_EXPRESSION_LINKED_TO_CHOLESTEROL_TRANSPORT_AND_EFFLUX,REACTOME_NR1H3_NR1H2_REGULATE_GENE_EXPRESSION_LINKED_TO_CHOLESTEROL_TRANSPORT_AND_EFFLUX,Details ...,34,0.48413333,1.5599681,0.026266417,0.18818703,0.388,2879,"tags=41%, list=21%, signal=52%",Tfh
REACTOME_NR1H2_AND_NR1H3_MEDIATED_SIGNALING,REACTOME_NR1H2_AND_NR1H3_MEDIATED_SIGNALING,Details ...,40,0.4662767,1.5381484,0.022088353,0.10910098,0.432,2879,"tags=38%, list=21%, signal=47%",Tfh
REACTOME_TRIGLYCERIDE_BIOSYNTHESIS,REACTOME_TRIGLYCERIDE_BIOSYNTHESIS,Details ...,10,0.61593837,1.4615663,0.0797546,0.12371073,0.624,2026,"tags=30%, list=15%, signal=35%",Tfh
GO_POSITIVE_REGULATION_OF_MACROAUTOPHAGY,GO_POSITIVE_REGULATION_OF_MACROAUTOPHAGY,Details ...,61,0.3237085,1.1636301,0.20039682,0.502648,0.994,1588,"tags=21%, list=12%, signal=24%",Tfh
GO_POSITIVE_REGULATION_OF_AUTOPHAGY,GO_POSITIVE_REGULATION_OF_AUTOPHAGY,Details ...,107,0.29359403,1.163371,0.17234848,0.40242767,0.994,2048,"tags=23%, list=15%, signal=27%",Tfh
GO_CHAPERONE_MEDIATED_AUTOPHAGY,GO_CHAPERONE_MEDIATED_AUTOPHAGY,Details ...,13,0.42431566,1.0577924,0.3783231,0.5371363,1,670,"tags=15%, list=5%, signal=16%",Tfh
GO_SELECTIVE_AUTOPHAGY,GO_SELECTIVE_AUTOPHAGY,Details ...,43,0.2880084,0.9812211,0.47782257,0.6227997,1,1588,"tags=21%, list=12%, signal=24%",Tfh
GO_REGULATION_OF_MITOPHAGY,GO_REGULATION_OF_MITOPHAGY,Details ...,16,0.31749773,0.8525829,0.6476578,0.809761,1,1943,"tags=31%, list=14%, signal=36%",Tfh
GO_MITOPHAGY,GO_MITOPHAGY,Details ...,21,0.2601129,0.7545688,0.83778626,0.8691606,1,3494,"tags=43%, list=26%, signal=58%",Tfh
