NAME,GS<br> follow link to MSigDB,GS DETAILS,SIZE,ES,NES,NOM p-val,FDR q-val,FWER p-val,RANK AT MAX,LEADING EDGE,group
KEGG_BASE_EXCISION_REPAIR,KEGG_BASE_EXCISION_REPAIR,Details ...,31,-0.4255591,-1.4489387,0.07520892,0.11622511,0.935,1601,"tags=19%, list=9%, signal=21%",B6_micro
KEGG_PENTOSE_PHOSPHATE_PATHWAY,KEGG_PENTOSE_PHOSPHATE_PATHWAY,Details ...,25,-0.4432302,-1.4370103,0.06481481,0.12086395,0.939,2252,"tags=24%, list=13%, signal=27%",B6_micro
KEGG_PURINE_METABOLISM,KEGG_PURINE_METABOLISM,Details ...,145,-0.3031275,-1.3994008,0.022123894,0.1422608,0.961,1902,"tags=21%, list=11%, signal=24%",B6_micro
KEGG_UBIQUITIN_MEDIATED_PROTEOLYSIS,KEGG_UBIQUITIN_MEDIATED_PROTEOLYSIS,Details ...,122,-0.31742585,-1.395565,0.030701755,0.1408363,0.966,4638,"tags=47%, list=26%, signal=63%",B6_micro
KEGG_CYTOSOLIC_DNA_SENSING_PATHWAY,KEGG_CYTOSOLIC_DNA_SENSING_PATHWAY,Details ...,53,-0.35647103,-1.3692213,0.065671645,0.15759875,0.981,4579,"tags=58%, list=26%, signal=78%",B6_micro
KEGG_RIG_I_LIKE_RECEPTOR_SIGNALING_PATHWAY,KEGG_RIG_I_LIKE_RECEPTOR_SIGNALING_PATHWAY,Details ...,67,-0.32866535,-1.3285621,0.08362369,0.19074547,0.995,4283,"tags=43%, list=24%, signal=57%",B6_micro
KEGG_GLYCOSAMINOGLYCAN_DEGRADATION,KEGG_GLYCOSAMINOGLYCAN_DEGRADATION,Details ...,19,-0.41869846,-1.2667644,0.16531165,0.25437656,1,1302,"tags=21%, list=7%, signal=23%",B6_micro
KEGG_CYSTEINE_AND_METHIONINE_METABOLISM,KEGG_CYSTEINE_AND_METHIONINE_METABOLISM,Details ...,31,-0.35624984,-1.2210509,0.1884058,0.30823702,1,3841,"tags=45%, list=22%, signal=57%",B6_micro
KEGG_DRUG_METABOLISM_OTHER_ENZYMES,KEGG_DRUG_METABOLISM_OTHER_ENZYMES,Details ...,36,-0.33482808,-1.2062482,0.19032258,0.3211799,1,3157,"tags=25%, list=18%, signal=30%",B6_micro
KEGG_SELENOAMINO_ACID_METABOLISM,KEGG_SELENOAMINO_ACID_METABOLISM,Details ...,25,-0.37326795,-1.2051257,0.20402299,0.31486773,1,3463,"tags=40%, list=19%, signal=50%",B6_micro
KEGG_O_GLYCAN_BIOSYNTHESIS,KEGG_O_GLYCAN_BIOSYNTHESIS,Details ...,28,-0.34787512,-1.2029432,0.18584071,0.30981776,1,1557,"tags=21%, list=9%, signal=23%",B6_micro
KEGG_PATHOGENIC_ESCHERICHIA_COLI_INFECTION,KEGG_PATHOGENIC_ESCHERICHIA_COLI_INFECTION,Details ...,51,-0.309222,-1.1834848,0.18064517,0.3332948,1,2328,"tags=33%, list=13%, signal=38%",B6_micro
KEGG_GLYCOSPHINGOLIPID_BIOSYNTHESIS_LACTO_AND_NEOLACTO_SERIES,KEGG_GLYCOSPHINGOLIPID_BIOSYNTHESIS_LACTO_AND_NEOLACTO_SERIES,Details ...,21,-0.37352148,-1.1833457,0.2320917,0.32584742,1,2303,"tags=29%, list=13%, signal=33%",B6_micro
KEGG_RNA_DEGRADATION,KEGG_RNA_DEGRADATION,Details ...,51,-0.3127827,-1.1831096,0.19097222,0.3190734,1,3857,"tags=39%, list=22%, signal=50%",B6_micro
KEGG_B_CELL_RECEPTOR_SIGNALING_PATHWAY,KEGG_B_CELL_RECEPTOR_SIGNALING_PATHWAY,Details ...,75,-0.26595947,-1.1046267,0.24161074,0.44936845,1,3627,"tags=32%, list=20%, signal=40%",B6_micro
KEGG_RIBOSOME,KEGG_RIBOSOME,Details ...,64,-0.27352446,-1.0954946,0.31270358,0.45928982,1,4487,"tags=36%, list=25%, signal=48%",B6_micro
KEGG_REGULATION_OF_AUTOPHAGY,KEGG_REGULATION_OF_AUTOPHAGY,Details ...,34,-0.31724632,-1.0947949,0.3170029,0.45126417,1,4345,"tags=59%, list=24%, signal=78%",B6_micro
KEGG_TYPE_I_DIABETES_MELLITUS,KEGG_TYPE_I_DIABETES_MELLITUS,Details ...,36,-0.30547154,-1.0852191,0.29652998,0.46180576,1,2873,"tags=28%, list=16%, signal=33%",B6_micro
KEGG_APOPTOSIS,KEGG_APOPTOSIS,Details ...,82,-0.24616945,-1.0248864,0.38327527,0.58699363,1,4202,"tags=34%, list=24%, signal=44%",B6_micro
KEGG_SPHINGOLIPID_METABOLISM,KEGG_SPHINGOLIPID_METABOLISM,,35,-0.29301384,-1.0209854,0.41795665,0.58477306,1,2065,"tags=23%, list=12%, signal=26%",B6_micro
KEGG_PHENYLALANINE_METABOLISM,KEGG_PHENYLALANINE_METABOLISM,,16,-0.35748073,-1.0155891,0.4364641,0.58682513,1,44,"tags=6%, list=0%, signal=6%",B6_micro
KEGG_GRAFT_VERSUS_HOST_DISEASE,KEGG_GRAFT_VERSUS_HOST_DISEASE,,33,-0.28629938,-1.0011561,0.418239,0.611068,1,2873,"tags=24%, list=16%, signal=29%",B6_micro
KEGG_BIOSYNTHESIS_OF_UNSATURATED_FATTY_ACIDS,KEGG_BIOSYNTHESIS_OF_UNSATURATED_FATTY_ACIDS,,19,-0.33424777,-1.0001152,0.4305949,0.60210687,1,4853,"tags=53%, list=27%, signal=72%",B6_micro
KEGG_GLYCOLYSIS_GLUCONEOGENESIS,KEGG_GLYCOLYSIS_GLUCONEOGENESIS,,59,-0.25007692,-0.9908331,0.45666668,0.61317426,1,2733,"tags=25%, list=15%, signal=30%",B6_micro
KEGG_ALANINE_ASPARTATE_AND_GLUTAMATE_METABOLISM,KEGG_ALANINE_ASPARTATE_AND_GLUTAMATE_METABOLISM,,31,-0.2824535,-0.9781844,0.48493975,0.63258576,1,2258,"tags=23%, list=13%, signal=26%",B6_micro
KEGG_HISTIDINE_METABOLISM,KEGG_HISTIDINE_METABOLISM,,28,-0.28758574,-0.968606,0.4845679,0.6441602,1,485,"tags=11%, list=3%, signal=11%",B6_micro
KEGG_GLYCINE_SERINE_AND_THREONINE_METABOLISM,KEGG_GLYCINE_SERINE_AND_THREONINE_METABOLISM,,31,-0.28319395,-0.9576471,0.49657536,0.65896,1,276,"tags=10%, list=2%, signal=10%",B6_micro
KEGG_SNARE_INTERACTIONS_IN_VESICULAR_TRANSPORT,KEGG_SNARE_INTERACTIONS_IN_VESICULAR_TRANSPORT,,34,-0.272784,-0.9393614,0.53376204,0.6922941,1,3391,"tags=35%, list=19%, signal=43%",B6_micro
KEGG_STARCH_AND_SUCROSE_METABOLISM,KEGG_STARCH_AND_SUCROSE_METABOLISM,,32,-0.26248035,-0.9206455,0.544586,0.7259057,1,1908,"tags=19%, list=11%, signal=21%",B6_micro
KEGG_NATURAL_KILLER_CELL_MEDIATED_CYTOTOXICITY,KEGG_NATURAL_KILLER_CELL_MEDIATED_CYTOTOXICITY,,122,-0.20197703,-0.9159889,0.62249,0.72563815,1,4250,"tags=36%, list=24%, signal=47%",B6_micro
KEGG_PEROXISOME,KEGG_PEROXISOME,,77,-0.2183217,-0.90973854,0.61454546,0.7287668,1,2423,"tags=17%, list=14%, signal=19%",B6_micro
KEGG_ALLOGRAFT_REJECTION,KEGG_ALLOGRAFT_REJECTION,,31,-0.24688187,-0.8563386,0.69552237,0.83927673,1,2873,"tags=29%, list=16%, signal=35%",B6_micro
KEGG_PANTOTHENATE_AND_COA_BIOSYNTHESIS,KEGG_PANTOTHENATE_AND_COA_BIOSYNTHESIS,,15,-0.2849035,-0.81736434,0.7016129,0.90335894,1,850,"tags=13%, list=5%, signal=14%",B6_micro
KEGG_PANCREATIC_CANCER,KEGG_PANCREATIC_CANCER,,68,-0.20073982,-0.8110274,0.8210526,0.9005926,1,2393,"tags=18%, list=13%, signal=20%",B6_micro
KEGG_BUTANOATE_METABOLISM,KEGG_BUTANOATE_METABOLISM,,34,-0.23576722,-0.8018737,0.7475083,0.9033883,1,2169,"tags=18%, list=12%, signal=20%",B6_micro
KEGG_BASAL_TRANSCRIPTION_FACTORS,KEGG_BASAL_TRANSCRIPTION_FACTORS,,34,-0.22751047,-0.79817367,0.78548896,0.89651203,1,4024,"tags=38%, list=23%, signal=49%",B6_micro
KEGG_NOD_LIKE_RECEPTOR_SIGNALING_PATHWAY,KEGG_NOD_LIKE_RECEPTOR_SIGNALING_PATHWAY,,52,-0.20849727,-0.78969616,0.85209006,0.8969351,1,2469,"tags=17%, list=14%, signal=20%",B6_micro
KEGG_SMALL_CELL_LUNG_CANCER,KEGG_SMALL_CELL_LUNG_CANCER,,82,-0.18743737,-0.7802027,0.84836066,0.89785194,1,1533,"tags=12%, list=9%, signal=13%",B6_micro
KEGG_ARGININE_AND_PROLINE_METABOLISM,KEGG_ARGININE_AND_PROLINE_METABOLISM,,54,-0.1936013,-0.73831075,0.88255036,0.9408687,1,2258,"tags=19%, list=13%, signal=21%",B6_micro
KEGG_COLORECTAL_CANCER,KEGG_COLORECTAL_CANCER,,61,-0.18115744,-0.7288665,0.9340278,0.9388409,1,3432,"tags=25%, list=19%, signal=30%",B6_micro
KEGG_BETA_ALANINE_METABOLISM,KEGG_BETA_ALANINE_METABOLISM,,22,-0.18429162,-0.59538335,0.958457,1,1,3996,"tags=27%, list=22%, signal=35%",B6_micro
KEGG_GLYCOSYLPHOSPHATIDYLINOSITOL_GPI_ANCHOR_BIOSYNTHESIS,KEGG_GLYCOSYLPHOSPHATIDYLINOSITOL_GPI_ANCHOR_BIOSYNTHESIS,,24,-0.17746872,-0.5763366,0.95611286,0.99990225,1,3972,"tags=33%, list=22%, signal=43%",B6_micro
KEGG_BLADDER_CANCER,KEGG_BLADDER_CANCER,,38,-0.15554877,-0.56112343,0.9969697,0.9896039,1,3560,"tags=24%, list=20%, signal=30%",B6_micro
KEGG_OLFACTORY_TRANSDUCTION,KEGG_OLFACTORY_TRANSDUCTION,,304,0.13649623,0.6106275,1,0.9754794,1,5783,"tags=22%, list=32%, signal=32%",TC_micro
KEGG_GLIOMA,KEGG_GLIOMA,,61,0.19061251,0.6826158,0.9406657,0.94607186,1,3407,"tags=18%, list=19%, signal=22%",TC_micro
KEGG_ANTIGEN_PROCESSING_AND_PRESENTATION,KEGG_ANTIGEN_PROCESSING_AND_PRESENTATION,,73,0.2032024,0.7551208,0.8833819,0.8816358,1,2213,"tags=11%, list=12%, signal=12%",TC_micro
KEGG_MTOR_SIGNALING_PATHWAY,KEGG_MTOR_SIGNALING_PATHWAY,,51,0.21568428,0.75977534,0.852459,0.8848547,1,4819,"tags=25%, list=27%, signal=35%",TC_micro
KEGG_ENDOMETRIAL_CANCER,KEGG_ENDOMETRIAL_CANCER,,51,0.22219189,0.7652372,0.85650223,0.8867748,1,5929,"tags=31%, list=33%, signal=47%",TC_micro
KEGG_PROXIMAL_TUBULE_BICARBONATE_RECLAMATION,KEGG_PROXIMAL_TUBULE_BICARBONATE_RECLAMATION,,22,0.26990473,0.7836507,0.75308645,0.8698846,1,2319,"tags=27%, list=13%, signal=31%",TC_micro
KEGG_GLYOXYLATE_AND_DICARBOXYLATE_METABOLISM,KEGG_GLYOXYLATE_AND_DICARBOXYLATE_METABOLISM,,16,0.30401614,0.81177825,0.709062,0.834833,1,868,"tags=13%, list=5%, signal=13%",TC_micro
KEGG_AUTOIMMUNE_THYROID_DISEASE,KEGG_AUTOIMMUNE_THYROID_DISEASE,,46,0.24155197,0.81999266,0.75510204,0.8304226,1,3183,"tags=17%, list=18%, signal=21%",TC_micro
KEGG_FC_GAMMA_R_MEDIATED_PHAGOCYTOSIS,KEGG_FC_GAMMA_R_MEDIATED_PHAGOCYTOSIS,,92,0.21399489,0.8200852,0.7948718,0.8393848,1,2641,"tags=17%, list=15%, signal=20%",TC_micro
KEGG_GLYCOSAMINOGLYCAN_BIOSYNTHESIS_CHONDROITIN_SULFATE,KEGG_GLYCOSAMINOGLYCAN_BIOSYNTHESIS_CHONDROITIN_SULFATE,,22,0.27786404,0.8222386,0.7248841,0.8451707,1,961,"tags=14%, list=5%, signal=14%",TC_micro
KEGG_TRYPTOPHAN_METABOLISM,KEGG_TRYPTOPHAN_METABOLISM,,39,0.2495321,0.8223349,0.74512744,0.85452956,1,3518,"tags=26%, list=20%, signal=32%",TC_micro
KEGG_VIRAL_MYOCARDITIS,KEGG_VIRAL_MYOCARDITIS,,60,0.23060529,0.8331226,0.7390071,0.8442255,1,3160,"tags=22%, list=18%, signal=26%",TC_micro
KEGG_FRUCTOSE_AND_MANNOSE_METABOLISM,KEGG_FRUCTOSE_AND_MANNOSE_METABOLISM,,33,0.2664369,0.85025275,0.68923074,0.8206597,1,2576,"tags=15%, list=14%, signal=18%",TC_micro
KEGG_CHRONIC_MYELOID_LEUKEMIA,KEGG_CHRONIC_MYELOID_LEUKEMIA,,71,0.23291321,0.859892,0.70153415,0.81092817,1,2259,"tags=15%, list=13%, signal=18%",TC_micro
KEGG_TYROSINE_METABOLISM,KEGG_TYROSINE_METABOLISM,,39,0.26424178,0.88001525,0.6449704,0.7808004,1,2782,"tags=28%, list=16%, signal=33%",TC_micro
KEGG_LYSINE_DEGRADATION,KEGG_LYSINE_DEGRADATION,,37,0.27089062,0.88052595,0.6553255,0.7890596,1,1401,"tags=14%, list=8%, signal=15%",TC_micro
KEGG_ALDOSTERONE_REGULATED_SODIUM_REABSORPTION,KEGG_ALDOSTERONE_REGULATED_SODIUM_REABSORPTION,,42,0.26605847,0.8882906,0.6348485,0.782526,1,5282,"tags=36%, list=30%, signal=51%",TC_micro
KEGG_NON_SMALL_CELL_LUNG_CANCER,KEGG_NON_SMALL_CELL_LUNG_CANCER,,52,0.25871933,0.91693836,0.6044118,0.7313153,1,5199,"tags=29%, list=29%, signal=41%",TC_micro
KEGG_ACUTE_MYELOID_LEUKEMIA,KEGG_ACUTE_MYELOID_LEUKEMIA,,57,0.25774416,0.9199328,0.604782,0.7339355,1,3828,"tags=25%, list=21%, signal=31%",TC_micro
KEGG_PHOSPHATIDYLINOSITOL_SIGNALING_SYSTEM,KEGG_PHOSPHATIDYLINOSITOL_SIGNALING_SYSTEM,,75,0.25511003,0.9585399,0.52294856,0.6590286,1,5560,"tags=33%, list=31%, signal=48%",TC_micro
KEGG_INTESTINAL_IMMUNE_NETWORK_FOR_IGA_PRODUCTION,KEGG_INTESTINAL_IMMUNE_NETWORK_FOR_IGA_PRODUCTION,,39,0.29110298,0.9619251,0.5403818,0.66024333,1,3183,"tags=31%, list=18%, signal=37%",TC_micro
KEGG_GALACTOSE_METABOLISM,KEGG_GALACTOSE_METABOLISM,,25,0.32981458,0.9660692,0.5399061,0.65967894,1,3213,"tags=32%, list=18%, signal=39%",TC_micro
KEGG_AMYOTROPHIC_LATERAL_SCLEROSIS_ALS,KEGG_AMYOTROPHIC_LATERAL_SCLEROSIS_ALS,,51,0.27920458,0.9749678,0.50916785,0.6486727,1,2810,"tags=20%, list=16%, signal=23%",TC_micro
KEGG_NEUROTROPHIN_SIGNALING_PATHWAY,KEGG_NEUROTROPHIN_SIGNALING_PATHWAY,,121,0.2471716,0.9901196,0.48764628,0.6239828,1,4704,"tags=28%, list=26%, signal=38%",TC_micro
KEGG_LEISHMANIA_INFECTION,KEGG_LEISHMANIA_INFECTION,,66,0.2696562,0.9902912,0.47234043,0.6320232,1,2472,"tags=18%, list=14%, signal=21%",TC_micro
KEGG_TOLL_LIKE_RECEPTOR_SIGNALING_PATHWAY,KEGG_TOLL_LIKE_RECEPTOR_SIGNALING_PATHWAY,,100,0.25585464,0.9925112,0.47476125,0.6358664,1,2627,"tags=18%, list=15%, signal=21%",TC_micro
KEGG_INSULIN_SIGNALING_PATHWAY,KEGG_INSULIN_SIGNALING_PATHWAY,,134,0.2422174,0.9957751,0.4649934,0.63702404,1,3470,"tags=22%, list=19%, signal=27%",TC_micro
KEGG_PROSTATE_CANCER,KEGG_PROSTATE_CANCER,,88,0.2636469,1.0086094,0.46090534,0.6169484,1,3407,"tags=22%, list=19%, signal=27%",TC_micro
KEGG_NICOTINATE_AND_NICOTINAMIDE_METABOLISM,KEGG_NICOTINATE_AND_NICOTINAMIDE_METABOLISM,,24,0.35615003,1.0461698,0.4121212,0.5410496,1,4565,"tags=46%, list=26%, signal=62%",TC_micro
KEGG_LONG_TERM_POTENTIATION,KEGG_LONG_TERM_POTENTIATION,,66,0.28884932,1.0621016,0.33380282,0.5134176,1,3293,"tags=26%, list=18%, signal=31%",TC_micro
KEGG_LEUKOCYTE_TRANSENDOTHELIAL_MIGRATION,KEGG_LEUKOCYTE_TRANSENDOTHELIAL_MIGRATION,,111,0.26983437,1.0651295,0.32479784,0.51472765,1,3661,"tags=28%, list=21%, signal=35%",TC_micro
KEGG_REGULATION_OF_ACTIN_CYTOSKELETON,KEGG_REGULATION_OF_ACTIN_CYTOSKELETON,,205,0.24703072,1.0687568,0.30314466,0.51438445,1,5312,"tags=33%, list=30%, signal=47%",TC_micro
KEGG_WNT_SIGNALING_PATHWAY,KEGG_WNT_SIGNALING_PATHWAY,,147,0.2582922,1.0730709,0.32133332,0.5123954,1,6662,"tags=44%, list=37%, signal=70%",TC_micro
KEGG_ADHERENS_JUNCTION,KEGG_ADHERENS_JUNCTION,,66,0.29583386,1.077178,0.33286908,0.51157355,1,3542,"tags=30%, list=20%, signal=38%",TC_micro
KEGG_PRIMARY_IMMUNODEFICIENCY,KEGG_PRIMARY_IMMUNODEFICIENCY,,34,0.3319361,1.0817635,0.33086053,0.50960326,1,4567,"tags=38%, list=26%, signal=51%",TC_micro
KEGG_PORPHYRIN_AND_CHLOROPHYLL_METABOLISM,KEGG_PORPHYRIN_AND_CHLOROPHYLL_METABOLISM,,26,0.36269903,1.1001608,0.33733132,0.47836939,1,4087,"tags=35%, list=23%, signal=45%",TC_micro
KEGG_INOSITOL_PHOSPHATE_METABOLISM,KEGG_INOSITOL_PHOSPHATE_METABOLISM,,54,0.3115597,1.1089053,0.31195337,0.4673344,1,5466,"tags=35%, list=31%, signal=51%",TC_micro
KEGG_CARDIAC_MUSCLE_CONTRACTION,KEGG_CARDIAC_MUSCLE_CONTRACTION,,70,0.29974782,1.1173377,0.27785614,0.45664915,1,2992,"tags=30%, list=17%, signal=36%",TC_micro
KEGG_THYROID_CANCER,KEGG_THYROID_CANCER,,28,0.37879407,1.1264102,0.30866143,0.4447044,1,5503,"tags=43%, list=31%, signal=62%",TC_micro
KEGG_CYTOKINE_CYTOKINE_RECEPTOR_INTERACTION,KEGG_CYTOKINE_CYTOKINE_RECEPTOR_INTERACTION,,240,0.26010406,1.1352261,0.21307506,0.4337387,1,5441,"tags=36%, list=31%, signal=51%",TC_micro
KEGG_STEROID_HORMONE_BIOSYNTHESIS,KEGG_STEROID_HORMONE_BIOSYNTHESIS,,34,0.35853088,1.1538373,0.25304878,0.40292194,1,4435,"tags=35%, list=25%, signal=47%",TC_micro
KEGG_RETINOL_METABOLISM,KEGG_RETINOL_METABOLISM,,43,0.34963477,1.1617987,0.24107143,0.39421225,1,5004,"tags=40%, list=28%, signal=55%",TC_micro
KEGG_NITROGEN_METABOLISM,KEGG_NITROGEN_METABOLISM,,23,0.39886537,1.1761823,0.25648856,0.3728142,1,5645,"tags=57%, list=32%, signal=83%",TC_micro
KEGG_RENAL_CELL_CARCINOMA,KEGG_RENAL_CELL_CARCINOMA,,66,0.32603252,1.1849586,0.21225071,0.36253208,1,4819,"tags=35%, list=27%, signal=48%",TC_micro
KEGG_T_CELL_RECEPTOR_SIGNALING_PATHWAY,KEGG_T_CELL_RECEPTOR_SIGNALING_PATHWAY,,108,0.29732972,1.1915056,0.16757493,0.35686055,1,3183,"tags=22%, list=18%, signal=27%",TC_micro
KEGG_FOCAL_ADHESION,KEGG_FOCAL_ADHESION,,193,0.28228033,1.199455,0.1309371,0.34886885,1,5283,"tags=41%, list=30%, signal=58%",TC_micro
KEGG_TASTE_TRANSDUCTION,KEGG_TASTE_TRANSDUCTION,,47,0.35544795,1.2054145,0.19176136,0.34431958,1,1799,"tags=19%, list=10%, signal=21%",TC_micro
KEGG_VEGF_SIGNALING_PATHWAY,KEGG_VEGF_SIGNALING_PATHWAY,,73,0.3211559,1.2079308,0.15655853,0.34646633,1,5929,"tags=40%, list=33%, signal=59%",TC_micro
KEGG_DRUG_METABOLISM_CYTOCHROME_P450,KEGG_DRUG_METABOLISM_CYTOCHROME_P450,,48,0.3505039,1.2152065,0.17619784,0.3403673,1,4422,"tags=38%, list=25%, signal=50%",TC_micro
KEGG_VASOPRESSIN_REGULATED_WATER_REABSORPTION,KEGG_VASOPRESSIN_REGULATED_WATER_REABSORPTION,Details ...,42,0.36338332,1.2163124,0.17730497,0.3453739,1,3136,"tags=19%, list=18%, signal=23%",TC_micro
