gene_name,TC1-Tfh,TC1-Tn,TC2-Tfh,TC2-Tn,TC4-Tfh,TC4-Tn
Cxcr3,2922,27,2731,14,2714,26
Cxcr4,10052,4649,6022,3170,6912,2916
Cxcr5,7100,99,6424,68,8080,91
Cxcr6,426,14,393,16,345,17
Cxx1a,43,36,30,19,48,30
Cxx1b,157,86,134,74,158,85
Cxx1c,249,59,226,51,267,53
Cxxc1,2553,3265,2312,2973,2872,3409
Cxxc4,8,0,2,0,0,0
Cxxc5,1348,33,768,35,1409,45
Cyb561,29,2,15,2,28,5
Cyb561a3,288,292,225,230,273,272
Cyb561d1,1141,1482,934,1273,1243,1511
Cyb561d2,227,226,186,176,224,220
Cyb5a,939,1555,818,1332,900,1507
Cyb5b,1596,2307,1626,2003,1796,2359
Cyb5d1,142,136,111,107,168,167
Cyb5d2,142,91,110,70,183,130
Cyb5r1,547,518,516,482,542,500
Cyb5r2,0,0,0,0,0,0
Cyb5r3,1165,636,960,492,1131,588
Cyb5r4,701,922,635,721,775,878
Cyb5rl,154,337,150,255,186,341
Cyba,1495,1736,1365,1530,1386,1595
Cybb,3811,17,2423,3,4086,12
Cybrd1,6,17,9,17,9,34
Cyc1,1236,1556,1011,1341,1199,1524
Cycs,144,187,111,151,150,205
Cyct,0,0,0,0,0,0
Cyfip1,6034,390,4128,308,6856,296
Cyfip2,9337,10574,8039,8770,9362,9825
Cygb,0,0,1,0,0,0
Cyhr1,1913,1618,1658,1466,2035,1652
Cyld,5178,4747,4968,4137,5365,4746
Cym,0,0,0,0,0,0
Cyp11a1,0,0,8,0,3,1
Cyp11b2,0,0,0,0,0,0
Cyp17a1,0,0,0,0,1,0
Cyp1a1,20,0,15,1,16,2
Cyp1a2,0,0,0,0,0,0
Cyp20a1,196,179,159,165,259,204
Cyp21a1,0,1,0,0,0,1
Cyp24a1,0,0,0,0,0,0
Cyp26a1,2,0,3,3,3,3
Cyp26b1,1,1,0,4,2,2
Cyp26c1,2,1,3,0,3,3
Cyp27a1,0,0,0,2,0,0
Cyp27b1,2,7,1,10,1,8
Cyp2a5,0,0,0,0,0,0
Cyp2ab1,0,0,0,0,0,0
Cyp2c44,0,0,2,0,0,2
Cyp2c55,1,0,1,0,0,0
Cyp2d22,48,506,51,490,53,491
Cyp2d26,2,3,3,5,4,7
Cyp2d41-ps,0,1,0,0,0,0
Cyp2d9,0,0,0,1,0,0
Cyp2e1,0,0,0,0,0,0
Cyp2j13,0,0,1,0,1,0
Cyp2j6,0,0,0,0,0,0
Cyp2j9,0,0,0,0,0,0
Cyp2r1,31,50,22,31,33,61
Cyp2s1,147,853,140,646,135,1017
Cyp2t4,0,0,0,0,0,0
Cyp2u1,51,7,41,6,63,11
Cyp39a1,62,67,52,61,63,68
Cyp46a1,2,4,2,0,0,1
Cyp4f13,765,663,661,602,840,669
Cyp4f14,0,0,0,0,1,0
Cyp4f16,412,102,342,101,493,153
Cyp4f17,94,51,74,49,113,65
Cyp4f18,653,451,1359,280,437,221
Cyp4f37,0,0,0,0,0,0
Cyp4f39,4,0,2,0,3,0
Cyp4f41-ps,3,11,8,4,3,8
Cyp4v3,723,253,550,158,746,156
Cyp4x1,1,0,9,0,3,0
Cyp4x1os,0,0,0,0,0,0
Cyp51,283,807,282,872,294,893
Cyp7b1,0,0,1,0,0,0
Cyr61,1,0,0,0,3,0
Cys1,0,0,0,0,0,0
Cysltr1,25,0,18,0,26,0
Cysltr2,321,33,284,13,366,24
Cysrt1,0,0,0,0,1,0
Cystm1,5,5,2,5,3,5
Cyth1,3383,5406,3148,4659,3334,5013
Cyth2,1378,1649,1265,1503,1454,1636
Cyth3,1451,1388,1437,1318,1712,1455
Cyth4,4944,3781,4505,3356,4809,3445
Cytip,5165,16455,5059,13822,5434,15576
Cyyr1,0,0,0,0,0,0
D030025P21Rik,0,0,0,0,0,0
D030028A08Rik,45,112,55,106,53,114
D030040B21Rik,0,0,0,0,0,1
D030046N08Rik,2,0,0,0,1,0
D030047H15Rik,2,1,1,3,0,0
D030055H07Rik,0,3,2,0,1,0
D030056L22Rik,331,228,246,204,336,229
D030068K23Rik,0,0,0,0,0,0
D10Jhu81e,705,736,608,583,831,725
D10Wsu102e,1076,1563,973,1400,1149,1623
D11Bhm181e,0,1,1,2,0,2
D11Wsu47e,315,333,292,283,382,359
D130007C19Rik,1,5,2,4,3,1
D130017N08Rik,97,90,68,60,103,100
D130019J16Rik,0,1,3,3,1,0
D130020L05Rik,9,14,13,8,18,10
D130040H23Rik,340,107,328,78,392,109
D130043K22Rik,18,1,16,0,28,1
D130051D11Rik,0,0,0,0,0,0
D130058E05Rik,0,0,0,0,0,0
D15Ertd621e,1559,1657,1502,1507,1620,1545
D16Ertd472e,705,752,680,706,745,686
D17H6S53E,458,413,405,351,482,487
D17Wsu92e,2589,3082,2225,2639,2583,2827
D19Bwg1357e,835,1170,765,1050,929,1235
D1Ertd622e,187,452,201,411,186,469
D1Pas1,0,0,1,0,0,1
D230017M19Rik,10,8,7,5,15,11
D230022J07Rik,44,1,38,2,71,4
D230025D16Rik,668,613,607,573,696,616
D2Wsu81e,444,562,404,542,428,577
D2hgdh,595,722,521,711,667,807
D330023K18Rik,23,10,12,13,26,16
D330025C20Rik,0,0,0,0,0,0
D330041H03Rik,399,407,404,367,479,540
D330045A20Rik,6,0,20,1,6,0
D330050G23Rik,0,0,0,0,0,0
D3Ertd254e,230,290,254,275,225,295
D3Ertd751e,368,234,353,191,482,250
D430001F17Rik,0,0,1,0,2,0
D430013B06Rik,77,65,65,53,78,58
D430018E03Rik,37,13,46,27,58,16
D430019H16Rik,545,3,365,0,581,1
D430040D24Rik,4,0,3,0,3,0
D430041D05Rik,4,3,1,2,1,1
D430042O09Rik,548,383,504,346,682,492
D5Ertd579e,1148,742,936,728,1186,752
D630003M21Rik,7,0,6,0,0,0
D630008O14Rik,6,0,3,0,4,0
D630023F18Rik,0,0,0,0,0,0
D630023O14Rik,0,5,0,5,1,2
D630029K05Rik,2,11,3,2,7,10
D630033O11Rik,0,0,0,0,0,0
D630036G22Rik,2,1,0,0,3,1
D630036H23Rik,14,0,8,0,10,0
D630039A03Rik,373,31,241,32,418,51
D630044L22Rik,0,2,0,0,0,0
D630045J12Rik,13,0,5,2,12,2
D6Ertd474e,1,6,0,1,0,1
D6Ertd527e,3,4,8,2,1,4
D6Wsu163e,237,280,216,222,313,293
D730001G18Rik,1,2,0,3,0,1
D730003I15Rik,19,75,18,65,19,73
D730045B01Rik,5,3,4,3,7,2
D7Ertd443e,0,0,0,0,0,0
D830025C05Rik,7,11,10,13,10,24
D830030K20Rik,4,0,14,0,5,0
D830039M14Rik,3,0,1,0,2,0
D830044I16Rik,15,8,10,7,14,8
D8Ertd738e,982,1098,811,904,946,975
D8Ertd82e,923,1316,1075,1153,858,1238
D930007J09Rik,7,1,1,1,0,3
D930007P13Rik,0,0,0,0,0,0
D930015E06Rik,3427,2297,2819,2044,3369,2378
D930015M05Rik,0,0,0,1,0,1
D930016D06Rik,295,463,211,398,240,452
D930019O06Rik,0,0,1,0,1,0
D930020B18Rik,24,0,38,0,30,1
D930028M14Rik,28,59,25,40,25,61
D930030I03Rik,13,8,14,9,16,10
D930032P07Rik,0,0,0,0,0,0
D930036K23Rik,0,0,0,0,0,0
D930048G16Rik,23,5,20,11,18,15
D930048N14Rik,40,32,41,37,55,31
DQ267101,0,0,1,0,0,0
DQ267102,0,0,0,0,0,0
DXBay18,0,0,1,1,0,0
Daam1,264,499,226,411,281,447
Dab2,11,0,4,0,8,0
Dab2ip,587,6,504,1,682,3
Dach1,0,0,0,0,0,0
Dach2,2,1,1,0,1,1
Dact1,25,12,24,11,22,4
Dact2,0,0,1,1,0,0
Dact3,6,3,1,4,1,4
Dad1,1666,1674,1468,1436,1707,1579
Daf2,0,0,0,2,0,0
Dag1,464,975,429,872,447,919
Dagla,16,0,14,0,8,0
Daglb,375,182,368,171,393,166
Dalrd3,1321,1218,1269,997,1511,1133
Dand5,70,122,51,91,61,149
Dao,0,0,1,0,2,0
Dap,3577,1045,1726,801,3099,1084
Dap3,1767,1777,1713,1613,1897,1686
Dapk1,10,451,27,413,15,492
Dapk2,21,1,12,1,20,0
Dapk3,594,682,491,578,525,623
Dapl1,28,1504,37,1260,25,1633
Dapp1,1889,656,1836,664,2131,704
Dars,2240,1895,1780,1498,2307,1811
Dars2,281,350,271,322,309,320
Daw1,0,0,0,0,0,0
Daxx,1422,2462,1294,2023,1439,2335
Dazap1,2291,2723,2141,2349,2472,3006
Dazap2,6070,6685,5144,5510,5890,5977
Dazl,2,3,0,1,1,2
Dbf4,423,876,507,765,440,705
Dbh,0,0,5,0,5,0
Dbhos,8,0,15,0,12,0
Dbi,367,357,318,301,416,399
Dbil5,2,1,0,1,1,0
Dbn1,0,1,7,0,2,1
Dbndd1,0,0,0,0,0,0
Dbndd2,15,34,20,31,17,31
Dbnl,3124,3564,2747,2946,3184,3470
Dbp,523,638,571,591,519,643
Dbr1,424,535,423,497,437,510
Dbt,414,434,390,405,527,472
Dbx1,2,0,0,0,0,0
Dbx2,0,0,0,2,0,0
Dcaf10,720,782,621,641,735,736
Dcaf11,2712,2799,2494,2382,3004,2678
Dcaf12,1214,1223,1020,1092,1243,1238
Dcaf12l1,6,11,3,3,6,4
Dcaf12l2,0,0,1,0,0,0
Dcaf13,853,850,718,710,888,875
Dcaf15,2681,2170,2373,1992,3027,2288
Dcaf17,559,678,615,576,717,782
Dcaf4,305,330,307,262,356,330
Dcaf5,2740,2763,2504,2393,2612,2655
Dcaf6,756,1065,758,1013,774,1073
Dcaf7,4390,4234,3703,3667,4752,4369
Dcaf8,3860,3616,3422,3072,4136,3961
Dcakd,387,387,414,299,411,381
Dcbld1,0,0,0,1,2,0
Dcbld2,88,6,94,10,123,9
Dcdc2a,1,0,1,0,0,0
Dcdc2b,114,121,105,127,110,148
Dcdc5,0,0,0,0,0,0
Dchs1,1,0,0,0,0,1
Dchs2,0,0,0,1,0,0
Dck,2132,1485,1646,1155,2050,1311
Dclk1,71,0,90,0,80,0
Dclk2,355,143,441,167,403,215
Dclk3,0,0,0,0,0,0
Dclre1a,270,117,254,89,335,94
Dclre1b,386,613,349,527,422,558
Dclre1c,909,578,829,573,1112,742
Dcn,1,0,0,0,1,0
Dcp1a,1764,1913,1543,1739,1896,1947
Dcp1b,720,828,708,768,808,1022
Dcp2,1200,1321,1171,1117,1295,1377
Dcps,592,531,480,454,589,552
Dcst1,0,1,0,1,0,3
Dct,0,0,0,0,0,0
Dctd,77,75,85,63,102,68
Dctn1,2419,2985,2233,2607,2595,3001
Dctn2,1839,1646,1568,1386,1905,1583
Dctn3,545,537,403,422,480,484
Dctn4,972,1040,875,851,1043,1008
Dctn5,1787,1741,1675,1658,1953,1849
Dctn6,1004,1614,989,1497,1166,1578
Dctpp1,84,116,85,100,85,100
Dcun1d1,658,574,603,504,678,561
Dcun1d2,650,707,575,573,705,698
Dcun1d3,324,457,294,411,370,453
Dcun1d4,1348,340,1093,327,1459,346
Dcun1d5,939,1006,903,819,1042,904
Dcxr,160,11,129,13,162,12
Dda1,1119,1613,970,1363,1091,1408
Ddah1,0,0,0,0,0,0
Ddah2,24,28,29,18,33,18
Ddb1,5944,5630,5067,4772,6089,5281
Ddb2,2076,2547,1856,2298,2063,2645
Ddc,32,1,27,6,21,6
Ddhd1,1195,947,1098,890,1762,1158
Ddhd2,1093,829,984,803,1261,913
Ddi2,1940,2127,1689,1801,2045,2076
Ddias,43,40,40,44,49,48
Ddit3,315,388,268,345,327,411
Ddit4,2403,3757,1559,1498,2576,3845
Ddit4l,0,0,0,0,0,0
Ddn,0,1,0,1,1,2
Ddost,1931,1855,1792,1520,2008,1785
Ddr1,342,498,264,409,401,509
Ddr2,0,1,0,0,0,0
Ddrgk1,1070,1344,966,1154,1067,1267
Ddt,97,91,101,92,125,94
Ddx1,1252,1062,1138,910,1313,1115
Ddx10,957,1202,883,1063,974,1152
Ddx11,711,1104,725,1055,831,1082
Ddx17,12360,11465,11400,10336,13845,11843
Ddx18,760,1028,630,836,767,917
Ddx19a,778,833,754,770,861,744
Ddx19b,972,1127,887,974,996,1207
Ddx20,593,599,594,607,643,609
Ddx21,4459,5375,4040,4544,4439,4970
Ddx23,2539,3519,2456,3159,2692,3411
Ddx24,4209,2976,3473,2318,4258,2641
Ddx25,8,2,4,3,9,2
Ddx26b,2872,2280,2792,2199,3061,2399
Ddx27,1554,1940,1413,1751,1524,1884
Ddx28,494,135,353,96,535,151
Ddx31,350,498,309,464,410,503
Ddx39,1319,1929,1196,1859,1334,1953
Ddx39b,8747,10468,8185,9658,9724,11380
Ddx3x,7923,10531,7236,9391,7584,9158
Ddx3y,0,0,0,0,0,1
Ddx4,2,2,2,3,4,7
Ddx41,1827,1670,1416,1388,1796,1698
Ddx42,3148,3343,3001,2956,3295,3278
Ddx43,376,97,429,113,451,76
Ddx46,4008,5338,3504,5101,3876,5459
Ddx47,1914,2022,1703,1832,1971,2020
Ddx49,674,895,573,769,652,953
Ddx5,53188,62966,49519,55376,52092,53136
Ddx50,1679,1747,1444,1592,1743,1667
Ddx51,683,1014,694,906,707,1013
Ddx52,1198,1351,1098,1102,1300,1278
Ddx54,2236,3105,1956,2621,2195,3097
Ddx55,1005,1026,869,1036,1010,1118
Ddx56,600,831,563,754,693,896
Ddx58,2057,3950,1801,3329,2262,4042
Ddx59,209,194,172,171,220,204
Ddx6,11988,11451,11435,10038,12965,11152
Ddx60,679,801,659,664,807,871
Deaf1,795,932,707,905,748,1013
Deb1,66,96,66,64,81,70
Decr1,900,234,893,219,1268,220
Decr2,483,340,451,291,568,321
Dedd,842,751,786,749,884,842
Dedd2,1278,1689,1199,1368,1138,1376
Def6,2549,3815,2262,3284,2466,3722
Def8,339,378,293,289,379,375
Defb14,0,0,0,0,0,0
Defb25,3,0,1,0,0,0
Defb3,0,0,0,0,0,0
Defb30,0,0,0,0,0,0
Defb33,0,0,0,0,0,0
Defb47,0,0,0,0,0,0
Defb5,0,0,0,0,0,0
Defb6,1,0,2,0,0,0
Degs1,779,1097,774,956,806,1027
Degs2,2,2,0,0,0,3
Dek,2902,2722,2679,2361,2954,2566
Dennd1a,820,1047,811,886,919,1141
Dennd1b,1237,1959,1141,1756,1295,2026
Dennd1c,5868,4833,5841,4356,6751,5100
Dennd2a,3,0,0,0,0,0
Dennd2c,2,166,10,159,6,142
Dennd2d,18487,10408,14616,8821,19026,10706
Dennd3,187,277,223,235,244,213
Dennd4a,522,487,489,428,574,486
Dennd4b,4564,3748,4315,3320,5154,3808
Dennd4c,1248,966,1126,744,1403,921
Dennd5a,710,923,814,781,594,703
Dennd5b,2,0,0,0,2,0
Dennd6a,698,969,643,844,763,1011
Dennd6b,1040,1071,924,981,1041,1030
Denr,668,810,587,648,713,724
Depdc1a,9,2,6,1,15,1
Depdc1b,1,16,5,11,4,11
Depdc5,729,841,712,756,870,946
Depdc7,0,0,1,0,3,1
Deptor,25,26,12,20,20,33
Dera,466,461,432,409,466,434
Derl1,1947,1552,1548,1344,1904,1510
Derl2,1223,1135,1190,1092,1341,1157
Derl3,23,4,17,4,21,2
Des,0,0,0,0,1,0
Desi1,887,764,789,747,866,796
Desi2,857,987,830,818,826,904
Det1,382,565,299,451,408,495
Dexi,361,374,285,308,338,358
Dffa,543,724,519,637,587,791
Dffb,323,468,315,412,353,453
Dfna5,10,1,9,2,13,4
Dfnb59,0,0,0,0,0,0
Dgat1,794,671,752,583,812,710
Dgat2,56,10,85,5,63,12
Dgat2l6,0,0,1,1,0,0
Dgcr14,756,725,716,613,792,757
Dgcr2,1302,1436,1213,1306,1357,1403
Dgcr6,140,60,88,49,151,57
Dgcr8,836,1319,748,1097,900,1247
Dgka,20157,42808,19733,39732,21505,45184
Dgkd,4138,8978,3301,8078,3951,8739
Dgke,616,878,648,853,709,946
Dgkeos,0,0,1,0,0,2
Dgkg,50,8,22,4,33,9
Dgkh,102,93,142,125,126,130
Dgki,264,0,193,0,297,1
Dgkk,0,0,0,0,0,0
Dgkq,1068,1210,985,1130,1117,1276
Dgkz,23665,13589,21971,12215,27490,13811
Dguok,882,646,792,594,1003,797
Dhcr24,156,845,212,906,201,973
Dhcr7,779,967,719,907,814,991
Dhdds,546,608,509,504,564,556
Dhdh,487,405,443,325,501,360
Dhfr,109,90,96,78,136,85
Dhh,0,0,1,0,0,0
Dhodh,286,514,281,454,303,504
Dhps,495,615,433,498,575,668
Dhrs1,474,233,291,194,476,215
Dhrs11,321,310,246,270,274,220
Dhrs13,53,115,35,139,44,104
Dhrs13os,0,4,1,3,0,3
Dhrs2,0,0,0,1,0,0
Dhrs3,296,9,342,15,546,20
Dhrs4,176,260,142,207,169,255
Dhrs7,496,403,393,303,500,402
Dhrs7b,266,298,226,285,251,267
Dhrs7c,0,0,0,0,0,0
Dhrs9,0,0,1,0,1,0
Dhtkd1,0,2,0,4,1,2
Dhx15,5301,7282,5078,6461,5482,7208
Dhx16,1947,2762,1836,2675,2029,3068
Dhx29,601,703,610,619,629,727
Dhx30,2170,2764,1944,2513,2330,2758
Dhx32,474,427,365,380,431,402
Dhx33,1135,1198,1030,1103,1121,1202
Dhx34,2272,1180,1824,921,2395,1129
Dhx35,677,669,648,572,854,667
Dhx36,2046,2065,1856,1973,2195,2333
Dhx37,810,1079,836,925,959,1100
Dhx38,1689,2070,1504,1879,1694,2261
Dhx40,966,1316,713,999,968,1224
Dhx57,1395,1191,1331,1060,1528,1315
Dhx58,523,489,405,339,545,462
Dhx8,1724,1702,1566,1526,1865,1887
Dhx9,6303,7073,5517,6301,6052,6655
Diablo,1131,1078,1012,960,1204,1010
Diap1,4087,6361,3963,5443,4012,5923
Diap2,565,704,482,604,653,712
Diap3,76,13,73,14,122,22
Dicer1,3318,3469,3179,3190,3616,3626
Dido1,2986,3464,2642,3202,3261,3723
Diexf,536,1024,540,961,636,982
Dimt1,177,252,184,239,209,276
Dio1,0,0,0,0,0,0
Dio2,15,0,18,0,15,2
Dio3,0,0,1,0,1,0
Dip2a,398,226,403,210,517,234
Dip2b,2402,2971,2117,2534,2622,2763
Dip2c,88,274,102,264,134,292
Diras1,0,0,0,0,0,1
Diras2,0,0,0,0,0,0
Dirc2,274,897,266,759,227,831
Dis3,581,801,547,751,639,756
Dis3l,608,555,525,497,578,525
Dis3l2,781,624,661,472,777,522
Disc1,48,13,33,9,50,9
Disp1,339,443,326,420,369,456
Disp2,1,0,1,0,1,0
Dixdc1,1,0,1,0,2,0
Dkc1,782,1547,826,1342,822,1466
Dkk1,0,0,0,0,0,0
Dkk2,0,0,0,0,0,0
Dkk3,8,1,19,0,17,0
Dkkl1,1,0,1,3,3,1
Dlat,600,685,515,577,615,650
Dlc1,0,0,0,0,0,1
Dld,1167,1180,1084,1086,1152,1169
Dlec1,14,3,8,1,15,3
Dleu2,574,202,532,155,709,282
Dleu7,3,8,1,3,0,4
Dlg1,1675,1679,1512,1496,1738,1590
Dlg2,59,0,35,2,58,0
Dlg3,678,332,647,251,738,352
Dlg4,1151,987,996,1019,1172,1128
Dlg5,11,0,26,1,16,1
Dlgap1,0,0,0,0,0,0
Dlgap2,0,0,0,0,0,0
Dlgap3,3,1,4,0,6,1
Dlgap4,2118,2026,2062,1959,2132,1973
Dlgap5,133,125,118,95,160,119
Dlk1,0,0,0,0,0,0
Dlk2,0,2,0,1,0,0
Dll1,46,1,13,0,31,0
Dll3,0,0,0,1,0,1
Dll4,2,0,1,0,0,0
Dlst,2432,3148,2289,2578,2480,2858
Dlx1,0,0,0,0,0,1
Dlx3,0,0,0,0,1,0
Dlx4,1,0,0,1,0,0
Dmap1,504,487,399,441,529,516
Dmbt1,0,35,0,33,0,33
Dmbx1,1,0,0,0,0,0
Dmc1,1,0,0,0,1,0
Dmd,21,0,37,1,32,2
Dmkn,0,0,0,0,0,0
Dmpk,73,0,35,0,71,0
Dmrt2,0,0,0,0,1,0
Dmrta1,3,0,4,0,1,0
Dmrta2,1,3,4,6,4,0
Dmrtb1,0,0,0,0,0,0
Dmrtc1a,0,0,0,0,1,0
Dmtf1,3415,3486,3331,3462,3572,3533
Dmtn,0,0,1,0,2,0
Dmwd,283,2,154,1,249,2
Dmxl1,1818,2592,1740,2255,1949,2642
Dmxl2,12,0,29,0,16,0
Dna2,37,31,38,33,42,41
Dnaaf1,1,0,0,1,0,1
Dnaaf2,187,260,199,218,221,210
Dnaaf3,48,16,40,9,56,11
Dnaaf5,302,628,297,552,373,650
Dnah1,0,1,0,1,2,0
Dnah10,2,11,1,21,4,23
Dnah11,27,20,34,22,38,18
Dnah12,5,3,6,4,4,8
Dnah14,0,0,0,1,0,0
Dnah17,33,234,34,175,27,208
Dnah2,1,5,0,1,0,0
Dnah5,0,0,2,0,0,0
Dnah6,0,0,0,0,0,0
Dnah7a,47,2,79,0,38,2
Dnah7b,0,0,0,0,1,0
Dnah7c,0,0,0,0,0,0
Dnah8,1181,5097,1493,4876,1422,5671
Dnah9,1,0,0,0,0,0
Dnaic1,0,0,0,0,0,0
Dnaic2,0,0,1,1,1,0
Dnaja1,3048,3466,3852,3931,2434,2799
Dnaja1-ps,0,0,0,0,0,0
Dnaja2,2605,2970,2335,2503,2781,2905
Dnaja3,808,1011,726,889,879,968
Dnaja4,729,364,681,352,738,341
Dnajb1,1533,2206,1610,2255,1462,1951
Dnajb11,1432,1447,1224,1269,1492,1404
Dnajb12,943,1004,745,754,894,885
Dnajb13,78,29,81,38,96,34
Dnajb14,683,432,569,375,716,435
Dnajb2,778,588,605,576,773,558
Dnajb3,8,2,0,3,9,3
Dnajb4,173,398,229,406,143,377
Dnajb5,378,577,307,479,351,559
Dnajb6,580,640,531,600,585,615
Dnajb7,0,0,0,0,0,0
Dnajb9,469,549,471,445,343,364
Dnajc1,1790,1025,1827,1115,2198,1237
Dnajc10,1387,1300,1174,1093,1515,1353
Dnajc11,973,1335,879,1170,1086,1377
Dnajc12,81,64,54,41,70,58
Dnajc13,2753,2356,2287,1881,3000,2375
Dnajc14,2137,2207,1820,1744,2265,2171
Dnajc15,181,385,129,328,175,353
Dnajc16,728,664,632,550,801,680
Dnajc17,235,210,175,195,235,244
Dnajc18,524,436,421,393,544,460
Dnajc19,249,284,240,244,292,316
Dnajc19-ps,0,0,2,1,1,0
Dnajc2,1193,1429,1130,1299,1278,1385
Dnajc21,693,746,566,720,621,799
Dnajc22,0,0,0,0,0,0
Dnajc24,162,173,176,161,199,187
Dnajc25,92,134,94,151,92,169
Dnajc27,362,400,350,331,420,413
Dnajc28,23,87,29,84,33,99
Dnajc3,3333,4134,3239,3542,3306,3870
Dnajc30,206,198,183,150,211,188
Dnajc4,483,367,430,329,495,409
Dnajc5,3928,4756,3481,4071,3939,4707
Dnajc6,349,458,251,319,320,375
Dnajc7,5075,6454,4533,5804,5351,6870
Dnajc8,2271,1998,1712,1758,2187,1982
Dnajc9,1102,1179,956,1011,1272,1144
Dnal1,39,7,41,8,73,11
Dnal4,179,125,168,82,175,127
Dnali1,1,0,0,0,1,0
Dnase1,0,1,0,0,0,1
Dnase1l1,314,194,245,190,358,207
Dnase1l2,176,209,168,175,310,285
Dnase1l3,403,1,199,0,313,0
Dnase2a,537,226,461,175,531,219
Dnase2b,0,0,0,0,0,0
Dnd1,85,40,62,53,77,54
Dner,1,0,1,0,0,1
Dnhd1,122,192,173,202,113,179
Dnlz,400,419,375,374,426,411
Dnm1,0,0,0,0,1,1
Dnm1l,2324,2129,2111,1895,2441,1960
Dnm2,5940,9489,5539,8977,5948,9423
Dnm3,2,3,6,1,3,3
Dnm3os,0,0,1,0,0,0
Dnmbp,538,631,538,594,612,594
Dnmt1,3350,4694,3108,4436,3511,4781
Dnmt3a,2685,2415,2750,2147,2806,2384
Dnmt3aos,0,0,0,0,0,0
Dnmt3b,165,285,166,266,155,255
Dnmt3bos,1,0,1,1,0,0
Dnmt3l,0,0,0,0,0,0
Dnmt3l-ps1,0,0,0,0,0,0
Dnpep,660,608,529,540,635,602
Dnph1,35,0,36,3,27,0
Dntt,0,27,1,25,5,26
Dnttip1,720,752,551,628,678,703
Dnttip2,1126,1559,1051,1235,1243,1448
Doc2a,0,1,0,0,0,1
Doc2b,0,0,0,0,0,0
Doc2g,30,55,19,53,24,56
Dock1,1,0,1,0,1,1
Dock10,5641,9286,6246,9127,6393,10595
Dock11,4522,6404,4166,5451,5026,6108
Dock2,11895,14904,10491,12954,11619,14469
Dock3,0,0,0,0,0,0
Dock4,59,90,51,87,71,116
Dock5,45,200,49,174,59,173
Dock6,651,109,622,89,663,82
Dock7,140,0,194,1,294,2
Dock8,9747,9849,8779,8653,10078,10295
Dock9,852,993,799,976,869,1078
Dohh,453,610,369,524,464,590
Dok1,649,374,566,291,674,359
Dok2,1502,1441,1544,1273,1301,1273
Dok3,180,78,80,58,188,109
Dok4,90,64,87,35,103,47
Dok5,0,0,0,0,0,0
Dok6,7,0,10,0,15,0
Dok7,4,0,0,0,5,0
Dolk,141,128,104,105,149,142
Dolpp1,384,490,359,461,424,475
Donson,890,1018,743,853,887,883
Dopey1,1845,3612,1844,3322,1855,3583
Dopey2,1917,2019,1864,1828,2141,2104
Dos,1000,408,721,422,1007,454
Dot1l,2620,2989,2493,2924,2858,3505
Dpagt1,305,223,290,220,314,264
Dpcd,153,285,123,239,132,244
Dpcr1,9,5,5,3,17,8
Dpep2,30,0,21,0,32,1
Dpep3,0,0,0,0,0,0
Dpf1,1,0,0,0,1,1
Dpf2,2034,1972,1933,1730,2175,1867
Dpf3,0,1,0,1,0,0
Dph1,220,290,182,230,192,283
Dph2,448,654,380,615,512,647
Dph3,369,355,302,295,331,362
Dph5,316,914,287,831,414,1035
Dph6,318,497,334,464,348,464
Dph7,556,664,472,601,582,674
Dpm1,303,331,296,355,330,318
Dpm2,796,647,673,559,845,639
Dpm3,166,245,142,228,175,230
Dpp10,0,0,0,0,0,0
Dpp3,1537,1479,1363,1357,1572,1508
Dpp4,1042,1712,1472,1492,1246,1620
Dpp6,8,0,6,0,7,0
Dpp7,401,260,385,253,452,278
Dpp8,2651,2361,2426,2272,2775,2631
Dpp9,1615,1863,1430,1556,1594,1715
Dppa2,0,0,0,0,0,0
Dppa3,0,0,0,0,0,0
Dppa4,3,4,0,7,2,6
Dpy19l1,255,798,248,655,252,821
Dpy19l3,872,592,906,538,920,554
Dpy19l4,780,463,764,408,869,490
Dpy30,372,401,324,380,424,413
Dpys,0,0,0,0,0,0
Dpysl2,749,908,819,803,898,945
Dpysl3,62,0,64,0,71,0
Dpysl4,0,0,0,0,0,0
Dpysl5,11,1,25,1,16,3
Dqx1,569,485,749,462,818,603
Dr1,1627,1744,1499,1462,1640,1653
Dram1,72,2,51,1,78,6
Dram2,548,448,464,405,617,484
Drap1,1401,1538,1193,1401,1269,1480
Draxin,3,0,1,0,0,0
Drc1,1,8,0,23,1,7
Drc7,0,1,0,0,0,0
Drd3,5,0,5,0,1,0
Drg1,1009,1043,820,845,1018,989
Drg2,714,740,619,656,839,781
Drosha,1176,1412,1010,1107,1260,1294
Drp2,3,0,1,0,2,0
Dsc2,0,0,0,0,0,0
Dscam,254,2,322,1,318,5
Dscaml1,2,0,6,0,5,0
Dscc1,16,30,14,21,19,29
Dscr3,1040,929,852,831,1067,915
Dse,21,477,46,428,34,437
Dsel,454,131,407,113,502,110
Dsg2,8,0,26,0,4,0
Dsn1,184,165,168,174,195,153
Dsp,24,1,13,0,12,0
Dst,306,15,311,10,336,20
Dstn,240,102,208,120,240,117
Dstyk,859,750,837,614,1015,643
Dtd1,426,351,198,198,458,293
Dtd2,42,52,36,35,38,51
Dthd1,1,0,0,0,1,0
Dtl,101,10,102,3,127,11
Dtna,0,0,0,0,0,0
Dtnb,1288,751,1211,708,1474,793
