NAME,GS<br> follow link to MSigDB,GS DETAILS,SIZE,ES,NES,NOM p-val,FDR q-val,FWER p-val,RANK AT MAX,LEADING EDGE,group
GO_ANTIGEN_PROCESSING_AND_PRESENTATION_OF_PEPTIDE_ANTIGEN_VIA_MHC_CLASS_I,GO_ANTIGEN_PROCESSING_AND_PRESENTATION_OF_PEPTIDE_ANTIGEN_VIA_MHC_CLASS_I,Details ...,90,-0.6459667,-2.5648625,0,0,0,2479,"tags=58%, list=18%, signal=70%",Tfh_B6
GO_REGULATION_OF_CELLULAR_AMINO_ACID_METABOLIC_PROCESS,GO_REGULATION_OF_CELLULAR_AMINO_ACID_METABOLIC_PROCESS,Details ...,53,-0.7283639,-2.5618126,0,0,0,2526,"tags=77%, list=19%, signal=95%",Tfh_B6
GO_MITOCHONDRIAL_ELECTRON_TRANSPORT_NADH_TO_UBIQUINONE,GO_MITOCHONDRIAL_ELECTRON_TRANSPORT_NADH_TO_UBIQUINONE,Details ...,50,-0.7294656,-2.549577,0,0,0,2328,"tags=70%, list=17%, signal=84%",Tfh_B6
GO_MITOCHONDRIAL_RESPIRATORY_CHAIN_COMPLEX_ASSEMBLY,GO_MITOCHONDRIAL_RESPIRATORY_CHAIN_COMPLEX_ASSEMBLY,Details ...,88,-0.64034295,-2.5364254,0,0,0,2328,"tags=56%, list=17%, signal=67%",Tfh_B6
GO_TRANSLATIONAL_INITIATION,GO_TRANSLATIONAL_INITIATION,Details ...,161,-0.5948741,-2.5263867,0,0,0,2269,"tags=59%, list=17%, signal=70%",Tfh_B6
GO_ELECTRON_TRANSPORT_CHAIN,GO_ELECTRON_TRANSPORT_CHAIN,Details ...,150,-0.5960181,-2.511754,0,0,0,2328,"tags=54%, list=17%, signal=65%",Tfh_B6
GO_CELLULAR_RESPIRATION,GO_CELLULAR_RESPIRATION,Details ...,171,-0.5808602,-2.501187,0,0,0,2691,"tags=53%, list=20%, signal=65%",Tfh_B6
GO_REGULATION_OF_CELLULAR_AMINE_METABOLIC_PROCESS,GO_REGULATION_OF_CELLULAR_AMINE_METABOLIC_PROCESS,Details ...,63,-0.6735522,-2.4767373,0,0,0,2526,"tags=68%, list=19%, signal=84%",Tfh_B6
GO_TRANSLATIONAL_TERMINATION,GO_TRANSLATIONAL_TERMINATION,Details ...,103,-0.6071672,-2.4092648,0,0,0,3335,"tags=64%, list=25%, signal=84%",Tfh_B6
GO_MITOCHONDRIAL_TRANSLATIONAL_TERMINATION,GO_MITOCHONDRIAL_TRANSLATIONAL_TERMINATION,Details ...,88,-0.6130513,-2.4041777,0,0,0,3196,"tags=66%, list=24%, signal=86%",Tfh_B6
GO_NADH_DEHYDROGENASE_COMPLEX_ASSEMBLY,GO_NADH_DEHYDROGENASE_COMPLEX_ASSEMBLY,Details ...,58,-0.67055535,-2.3887799,0,0,0,2328,"tags=60%, list=17%, signal=73%",Tfh_B6
GO_AEROBIC_RESPIRATION,GO_AEROBIC_RESPIRATION,Details ...,76,-0.62433547,-2.3670497,0,0,0,2652,"tags=57%, list=20%, signal=70%",Tfh_B6
GO_CYTOPLASMIC_TRANSLATION,GO_CYTOPLASMIC_TRANSLATION,Details ...,82,-0.61933947,-2.361584,0,0,0,2269,"tags=56%, list=17%, signal=67%",Tfh_B6
GO_PROTEIN_TARGETING,GO_PROTEIN_TARGETING,Details ...,354,-0.50207025,-2.3459017,0,0,0,2372,"tags=41%, list=18%, signal=48%",Tfh_B6
GO_REGULATION_OF_TRANSCRIPTION_FROM_RNA_POLYMERASE_II_PROMOTER_IN_RESPONSE_TO_HYPOXIA,GO_REGULATION_OF_TRANSCRIPTION_FROM_RNA_POLYMERASE_II_PROMOTER_IN_RESPONSE_TO_HYPOXIA,Details ...,70,-0.61920047,-2.3166647,0,0,0,2479,"tags=60%, list=18%, signal=73%",Tfh_B6
GO_CELLULAR_KETONE_METABOLIC_PROCESS,GO_CELLULAR_KETONE_METABOLIC_PROCESS,Details ...,147,-0.5418869,-2.3010046,0,0,0,2526,"tags=44%, list=19%, signal=53%",Tfh_B6
GO_ANTIGEN_PROCESSING_AND_PRESENTATION_OF_PEPTIDE_ANTIGEN,GO_ANTIGEN_PROCESSING_AND_PRESENTATION_OF_PEPTIDE_ANTIGEN,Details ...,166,-0.54260194,-2.2946851,0,0,0,2675,"tags=49%, list=20%, signal=60%",Tfh_B6
GO_ANTIGEN_PROCESSING_AND_PRESENTATION,GO_ANTIGEN_PROCESSING_AND_PRESENTATION,Details ...,189,-0.5295787,-2.2914267,0,0,0,2564,"tags=47%, list=19%, signal=57%",Tfh_B6
GO_VIRAL_GENE_EXPRESSION,GO_VIRAL_GENE_EXPRESSION,Details ...,166,-0.53623855,-2.2762048,0,0,0,1589,"tags=44%, list=12%, signal=49%",Tfh_B6
GO_ENERGY_DERIVATION_BY_OXIDATION_OF_ORGANIC_COMPOUNDS,GO_ENERGY_DERIVATION_BY_OXIDATION_OF_ORGANIC_COMPOUNDS,Details ...,237,-0.5057491,-2.2726147,0,0,0,2840,"tags=46%, list=21%, signal=58%",Tfh_B6
GO_GENERATION_OF_PRECURSOR_METABOLITES_AND_ENERGY,GO_GENERATION_OF_PRECURSOR_METABOLITES_AND_ENERGY,Details ...,408,-0.48130086,-2.2648048,0,0,0,2805,"tags=42%, list=21%, signal=52%",Tfh_B6
GO_RIBONUCLEOSIDE_TRIPHOSPHATE_BIOSYNTHETIC_PROCESS,GO_RIBONUCLEOSIDE_TRIPHOSPHATE_BIOSYNTHETIC_PROCESS,Details ...,47,-0.63376206,-2.2602935,0,0,0,1590,"tags=49%, list=12%, signal=55%",Tfh_B6
GO_INNER_MITOCHONDRIAL_MEMBRANE_ORGANIZATION,GO_INNER_MITOCHONDRIAL_MEMBRANE_ORGANIZATION,Details ...,38,-0.66631454,-2.2405434,0,0,0,1590,"tags=53%, list=12%, signal=59%",Tfh_B6
GO_ESTABLISHMENT_OF_PROTEIN_LOCALIZATION_TO_MEMBRANE,GO_ESTABLISHMENT_OF_PROTEIN_LOCALIZATION_TO_MEMBRANE,Details ...,261,-0.500724,-2.2364228,0,0,0,2382,"tags=44%, list=18%, signal=52%",Tfh_B6
GO_NUCLEOSIDE_TRIPHOSPHATE_BIOSYNTHETIC_PROCESS,GO_NUCLEOSIDE_TRIPHOSPHATE_BIOSYNTHETIC_PROCESS,Details ...,58,-0.61313725,-2.2215614,0,2.73E-05,0.001,1590,"tags=45%, list=12%, signal=51%",Tfh_B6
GO_REGULATION_OF_CELLULAR_KETONE_METABOLIC_PROCESS,GO_REGULATION_OF_CELLULAR_KETONE_METABOLIC_PROCESS,Details ...,108,-0.54786175,-2.174115,0,0.000160627,0.006,2618,"tags=49%, list=19%, signal=60%",Tfh_B6
GO_INTERLEUKIN_1_MEDIATED_SIGNALING_PATHWAY,GO_INTERLEUKIN_1_MEDIATED_SIGNALING_PATHWAY,Details ...,94,-0.548706,-2.1704636,0,0.000182277,0.007,2479,"tags=48%, list=18%, signal=58%",Tfh_B6
GO_PROTEASOMAL_UBIQUITIN_INDEPENDENT_PROTEIN_CATABOLIC_PROCESS,GO_PROTEASOMAL_UBIQUITIN_INDEPENDENT_PROTEIN_CATABOLIC_PROCESS,Details ...,22,-0.73789245,-2.167236,0,0.000202964,0.008,1120,"tags=73%, list=8%, signal=79%",Tfh_B6
GO_CRISTAE_FORMATION,GO_CRISTAE_FORMATION,Details ...,27,-0.7078753,-2.1576095,0,0.000222304,0.009,2556,"tags=67%, list=19%, signal=82%",Tfh_B6
GO_MYELOID_LEUKOCYTE_MEDIATED_IMMUNITY,GO_MYELOID_LEUKOCYTE_MEDIATED_IMMUNITY,Details ...,463,-0.45597333,-2.1539497,0,0.000240648,0.01,2901,"tags=41%, list=21%, signal=50%",Tfh_B6
GO_ESTABLISHMENT_OF_PROTEIN_LOCALIZATION_TO_ORGANELLE,GO_ESTABLISHMENT_OF_PROTEIN_LOCALIZATION_TO_ORGANELLE,Details ...,461,-0.44779837,-2.1435533,0,0.000352088,0.015,2431,"tags=35%, list=18%, signal=41%",Tfh_B6
GO_ATP_BIOSYNTHETIC_PROCESS,GO_ATP_BIOSYNTHETIC_PROCESS,Details ...,34,-0.6655311,-2.130118,0,0.000366313,0.016,1917,"tags=59%, list=14%, signal=68%",Tfh_B6
GO_GLYCOSYL_COMPOUND_BIOSYNTHETIC_PROCESS,GO_GLYCOSYL_COMPOUND_BIOSYNTHETIC_PROCESS,Details ...,33,-0.6623806,-2.1247132,0,0.000380315,0.017,1948,"tags=52%, list=14%, signal=60%",Tfh_B6
GO_RNA_CATABOLIC_PROCESS,GO_RNA_CATABOLIC_PROCESS,Details ...,333,-0.45936918,-2.113859,0,0.000502172,0.023,2479,"tags=44%, list=18%, signal=52%",Tfh_B6
GO_PROTON_TRANSMEMBRANE_TRANSPORT,GO_PROTON_TRANSMEMBRANE_TRANSPORT,Details ...,121,-0.5130522,-2.1112692,0,0.000491013,0.023,2212,"tags=42%, list=16%, signal=50%",Tfh_B6
GO_MITOCHONDRIAL_TRANSLATION,GO_MITOCHONDRIAL_TRANSLATION,Details ...,133,-0.50756365,-2.107003,0,0.000521862,0.025,3196,"tags=55%, list=24%, signal=71%",Tfh_B6
GO_REGULATION_OF_ESTABLISHMENT_OF_PLANAR_POLARITY,GO_REGULATION_OF_ESTABLISHMENT_OF_PLANAR_POLARITY,Details ...,95,-0.53365606,-2.1039562,0,0.000510759,0.025,2479,"tags=49%, list=18%, signal=60%",Tfh_B6
GO_AMINE_METABOLIC_PROCESS,GO_AMINE_METABOLIC_PROCESS,Details ...,99,-0.5326055,-2.10264,0,0.000539769,0.027,2777,"tags=51%, list=21%, signal=63%",Tfh_B6
GO_HUMORAL_IMMUNE_RESPONSE_MEDIATED_BY_CIRCULATING_IMMUNOGLOBULIN,GO_HUMORAL_IMMUNE_RESPONSE_MEDIATED_BY_CIRCULATING_IMMUNOGLOBULIN,Details ...,76,-0.5622107,-2.0964267,0,0.000547901,0.028,3980,"tags=63%, list=29%, signal=89%",Tfh_B6
GO_SPHINGOLIPID_METABOLIC_PROCESS,GO_SPHINGOLIPID_METABOLIC_PROCESS,Details ...,62,-0.5638461,-2.0923624,0,0.000555601,0.029,2441,"tags=44%, list=18%, signal=53%",Tfh_B6
GO_ANTIGEN_PROCESSING_AND_PRESENTATION_OF_ENDOGENOUS_ANTIGEN,GO_ANTIGEN_PROCESSING_AND_PRESENTATION_OF_ENDOGENOUS_ANTIGEN,,15,-0.7920665,-2.0923498,0,0.000544707,0.029,1021,"tags=40%, list=8%, signal=43%",Tfh_B6
GO_REGULATION_OF_HEMATOPOIETIC_PROGENITOR_CELL_DIFFERENTIATION,GO_REGULATION_OF_HEMATOPOIETIC_PROGENITOR_CELL_DIFFERENTIATION,,79,-0.54902256,-2.0849972,0,0.000589727,0.032,2479,"tags=52%, list=18%, signal=63%",Tfh_B6
GO_HEMATOPOIETIC_STEM_CELL_DIFFERENTIATION,GO_HEMATOPOIETIC_STEM_CELL_DIFFERENTIATION,,75,-0.55826956,-2.0832431,0,0.000596163,0.033,2479,"tags=53%, list=18%, signal=65%",Tfh_B6
GO_SCF_DEPENDENT_PROTEASOMAL_UBIQUITIN_DEPENDENT_PROTEIN_CATABOLIC_PROCESS,GO_SCF_DEPENDENT_PROTEASOMAL_UBIQUITIN_DEPENDENT_PROTEIN_CATABOLIC_PROCESS,,85,-0.5383396,-2.0813434,0,0.000620513,0.035,2479,"tags=51%, list=18%, signal=62%",Tfh_B6
GO_NUCLEAR_TRANSCRIBED_MRNA_CATABOLIC_PROCESS,GO_NUCLEAR_TRANSCRIBED_MRNA_CATABOLIC_PROCESS,,168,-0.48809695,-2.0740898,0,0.000696757,0.039,1630,"tags=43%, list=12%, signal=49%",Tfh_B6
GO_ENERGY_COUPLED_PROTON_TRANSPORT_DOWN_ELECTROCHEMICAL_GRADIENT,GO_ENERGY_COUPLED_PROTON_TRANSPORT_DOWN_ELECTROCHEMICAL_GRADIENT,,19,-0.7268349,-2.054535,0,0.000925186,0.052,1917,"tags=74%, list=14%, signal=86%",Tfh_B6
GO_NEGATIVE_REGULATION_OF_CELL_CYCLE_G2_M_PHASE_TRANSITION,GO_NEGATIVE_REGULATION_OF_CELL_CYCLE_G2_M_PHASE_TRANSITION,,92,-0.5328929,-2.0510743,0,0.000925904,0.053,2546,"tags=52%, list=19%, signal=64%",Tfh_B6
GO_ESTABLISHMENT_OF_PROTEIN_LOCALIZATION_TO_MITOCHONDRIAL_MEMBRANE,GO_ESTABLISHMENT_OF_PROTEIN_LOCALIZATION_TO_MITOCHONDRIAL_MEMBRANE,,16,-0.75056946,-2.0342946,0,0.001239171,0.072,1745,"tags=69%, list=13%, signal=79%",Tfh_B6
GO_RIBOSOMAL_LARGE_SUBUNIT_BIOGENESIS,GO_RIBOSOMAL_LARGE_SUBUNIT_BIOGENESIS,,56,-0.56629676,-2.0298245,0,0.001315817,0.077,1675,"tags=39%, list=12%, signal=45%",Tfh_B6
GO_RIBOSE_PHOSPHATE_BIOSYNTHETIC_PROCESS,GO_RIBOSE_PHOSPHATE_BIOSYNTHETIC_PROCESS,,151,-0.48042163,-2.0277941,0,0.001341716,0.08,1590,"tags=29%, list=12%, signal=33%",Tfh_B6
GO_INNATE_IMMUNE_RESPONSE_ACTIVATING_CELL_SURFACE_RECEPTOR_SIGNALING_PATHWAY,GO_INNATE_IMMUNE_RESPONSE_ACTIVATING_CELL_SURFACE_RECEPTOR_SIGNALING_PATHWAY,,101,-0.5101773,-2.0277693,0,0.00131972,0.08,2657,"tags=48%, list=20%, signal=59%",Tfh_B6
GO_ATP_HYDROLYSIS_COUPLED_CATION_TRANSMEMBRANE_TRANSPORT,GO_ATP_HYDROLYSIS_COUPLED_CATION_TRANSMEMBRANE_TRANSPORT,,49,-0.5774664,-2.0253446,0,0.001405962,0.087,1739,"tags=43%, list=13%, signal=49%",Tfh_B6
GO_CYTOPLASMIC_TRANSLATIONAL_INITIATION,GO_CYTOPLASMIC_TRANSLATIONAL_INITIATION,,30,-0.64350736,-2.024899,0,0.001383645,0.087,2825,"tags=70%, list=21%, signal=88%",Tfh_B6
GO_RIBOSOME_ASSEMBLY,GO_RIBOSOME_ASSEMBLY,,48,-0.57878333,-2.024396,0,0.001391775,0.089,2129,"tags=54%, list=16%, signal=64%",Tfh_B6
GO_MITOCHONDRIAL_TRANSMEMBRANE_TRANSPORT,GO_MITOCHONDRIAL_TRANSMEMBRANE_TRANSPORT,,79,-0.535078,-2.0242782,0,0.001370363,0.089,3037,"tags=57%, list=22%, signal=73%",Tfh_B6
GO_MORPHOGENESIS_OF_A_POLARIZED_EPITHELIUM,GO_MORPHOGENESIS_OF_A_POLARIZED_EPITHELIUM,,118,-0.4978108,-2.022019,0,0.001393299,0.092,2513,"tags=45%, list=19%, signal=55%",Tfh_B6
GO_MITOCHONDRIAL_GENE_EXPRESSION,GO_MITOCHONDRIAL_GENE_EXPRESSION,,154,-0.4771352,-2.0189784,0,0.001486791,0.099,3196,"tags=51%, list=24%, signal=66%",Tfh_B6
GO_MITOCHONDRIAL_MEMBRANE_ORGANIZATION,GO_MITOCHONDRIAL_MEMBRANE_ORGANIZATION,,112,-0.50305617,-2.0174053,0,0.001479319,0.099,2683,"tags=46%, list=20%, signal=57%",Tfh_B6
GO_COMPLEMENT_ACTIVATION,GO_COMPLEMENT_ACTIVATION,,76,-0.5301735,-2.017349,0,0.00145788,0.099,2893,"tags=50%, list=21%, signal=63%",Tfh_B6
GO_TUMOR_NECROSIS_FACTOR_MEDIATED_SIGNALING_PATHWAY,GO_TUMOR_NECROSIS_FACTOR_MEDIATED_SIGNALING_PATHWAY,,139,-0.47848278,-2.009813,0,0.001548055,0.105,2479,"tags=42%, list=18%, signal=51%",Tfh_B6
GO_TRANSLATIONAL_ELONGATION,GO_TRANSLATIONAL_ELONGATION,,125,-0.49296737,-2.007523,0,0.001593269,0.108,3196,"tags=57%, list=24%, signal=74%",Tfh_B6
GO_PURINE_NUCLEOSIDE_BIOSYNTHETIC_PROCESS,GO_PURINE_NUCLEOSIDE_BIOSYNTHETIC_PROCESS,,17,-0.7522064,-2.0000098,0,0.001784005,0.121,1948,"tags=59%, list=14%, signal=69%",Tfh_B6
GO_RESPONSE_TO_INTERLEUKIN_12,GO_RESPONSE_TO_INTERLEUKIN_12,,45,-0.5752267,-1.9959267,0,0.00182504,0.125,2906,"tags=64%, list=21%, signal=82%",Tfh_B6
GO_CELL_REDOX_HOMEOSTASIS,GO_CELL_REDOX_HOMEOSTASIS,,65,-0.5368384,-1.9905885,0,0.002045502,0.137,1655,"tags=37%, list=12%, signal=42%",Tfh_B6
GO_PURINE_CONTAINING_COMPOUND_BIOSYNTHETIC_PROCESS,GO_PURINE_CONTAINING_COMPOUND_BIOSYNTHETIC_PROCESS,,159,-0.46624038,-1.9757504,0,0.002628957,0.179,1590,"tags=27%, list=12%, signal=30%",Tfh_B6
GO_RIBOSOMAL_SMALL_SUBUNIT_BIOGENESIS,GO_RIBOSOMAL_SMALL_SUBUNIT_BIOGENESIS,,57,-0.5457816,-1.950407,0,0.003889288,0.264,1968,"tags=42%, list=15%, signal=49%",Tfh_B6
GO_ORGANIC_CYCLIC_COMPOUND_CATABOLIC_PROCESS,GO_ORGANIC_CYCLIC_COMPOUND_CATABOLIC_PROCESS,,484,-0.40707773,-1.9494748,0,0.003863568,0.266,2479,"tags=37%, list=18%, signal=43%",Tfh_B6
GO_BASEMENT_MEMBRANE_ORGANIZATION,GO_BASEMENT_MEMBRANE_ORGANIZATION,,17,-0.72241205,-1.9452049,0,0.004034759,0.279,436,"tags=24%, list=3%, signal=24%",Tfh_B6
GO_FC_EPSILON_RECEPTOR_SIGNALING_PATHWAY,GO_FC_EPSILON_RECEPTOR_SIGNALING_PATHWAY,,131,-0.45857874,-1.9253829,0,0.005836264,0.382,2479,"tags=47%, list=18%, signal=57%",Tfh_B6
GO_CELLULAR_AMINO_ACID_METABOLIC_PROCESS,GO_CELLULAR_AMINO_ACID_METABOLIC_PROCESS,,243,-0.4285624,-1.9252981,0,0.005763311,0.382,2673,"tags=37%, list=20%, signal=45%",Tfh_B6
GO_HUMORAL_IMMUNE_RESPONSE,GO_HUMORAL_IMMUNE_RESPONSE,,164,-0.45118222,-1.924717,0,0.005751619,0.384,2901,"tags=41%, list=21%, signal=51%",Tfh_B6
GO_PEPTIDYL_PROLINE_MODIFICATION,GO_PEPTIDYL_PROLINE_MODIFICATION,,47,-0.541875,-1.923506,0,0.005809327,0.391,890,"tags=28%, list=7%, signal=30%",Tfh_B6
GO_ANTIMICROBIAL_HUMORAL_IMMUNE_RESPONSE_MEDIATED_BY_ANTIMICROBIAL_PEPTIDE,GO_ANTIMICROBIAL_HUMORAL_IMMUNE_RESPONSE_MEDIATED_BY_ANTIMICROBIAL_PEPTIDE,,25,-0.6354896,-1.9204849,0.002008032,0.005957053,0.405,3446,"tags=52%, list=25%, signal=70%",Tfh_B6
GO_MITOCHONDRIAL_TRANSPORT,GO_MITOCHONDRIAL_TRANSPORT,,220,-0.43564796,-1.9203737,0,0.005931649,0.409,2291,"tags=36%, list=17%, signal=43%",Tfh_B6
GO_REGULATION_OF_STEM_CELL_DIFFERENTIATION,GO_REGULATION_OF_STEM_CELL_DIFFERENTIATION,,96,-0.48949218,-1.9198716,0,0.005884249,0.409,2479,"tags=43%, list=18%, signal=52%",Tfh_B6
GO_ATP_HYDROLYSIS_COUPLED_TRANSMEMBRANE_TRANSPORT,GO_ATP_HYDROLYSIS_COUPLED_TRANSMEMBRANE_TRANSPORT,,27,-0.62626314,-1.9155599,0.002020202,0.006228215,0.429,2077,"tags=48%, list=15%, signal=57%",Tfh_B6
GO_PEPTIDYL_ASPARAGINE_MODIFICATION,GO_PEPTIDYL_ASPARAGINE_MODIFICATION,,31,-0.6170503,-1.912171,0,0.006476705,0.445,2735,"tags=61%, list=20%, signal=77%",Tfh_B6
GO_MITOCHONDRION_ORGANIZATION,GO_MITOCHONDRION_ORGANIZATION,,452,-0.40167886,-1.9050814,0,0.007152161,0.479,2382,"tags=34%, list=18%, signal=40%",Tfh_B6
GO_REGULATION_OF_MORPHOGENESIS_OF_AN_EPITHELIUM,GO_REGULATION_OF_MORPHOGENESIS_OF_AN_EPITHELIUM,,139,-0.45787147,-1.9000096,0,0.007577323,0.501,2479,"tags=38%, list=18%, signal=46%",Tfh_B6
GO_RENAL_FILTRATION,GO_RENAL_FILTRATION,,17,-0.6951797,-1.8967421,0,0.0078856,0.521,536,"tags=24%, list=4%, signal=24%",Tfh_B6
GO_COFACTOR_METABOLIC_PROCESS,GO_COFACTOR_METABOLIC_PROCESS,,342,-0.4099752,-1.8947457,0,0.007966368,0.529,3391,"tags=39%, list=25%, signal=51%",Tfh_B6
GO_PHAGOCYTOSIS,GO_PHAGOCYTOSIS,,256,-0.41930476,-1.887633,0,0.008692851,0.565,2469,"tags=36%, list=18%, signal=43%",Tfh_B6
GO_REGULATION_OF_DEFENSE_RESPONSE_TO_VIRUS_BY_VIRUS,GO_REGULATION_OF_DEFENSE_RESPONSE_TO_VIRUS_BY_VIRUS,,29,-0.60145426,-1.8757244,0.001976285,0.010236841,0.632,2233,"tags=45%, list=17%, signal=54%",Tfh_B6
GO_COLLAGEN_CATABOLIC_PROCESS,GO_COLLAGEN_CATABOLIC_PROCESS,,32,-0.58210504,-1.8715456,0.001972387,0.010728098,0.649,273,"tags=13%, list=2%, signal=13%",Tfh_B6
GO_CELLULAR_PROTEIN_COMPLEX_DISASSEMBLY,GO_CELLULAR_PROTEIN_COMPLEX_DISASSEMBLY,,195,-0.4298219,-1.8702036,0,0.010786576,0.656,3208,"tags=44%, list=24%, signal=57%",Tfh_B6
GO_REGULATION_OF_SYSTEMIC_ARTERIAL_BLOOD_PRESSURE_BY_HORMONE,GO_REGULATION_OF_SYSTEMIC_ARTERIAL_BLOOD_PRESSURE_BY_HORMONE,,20,-0.65546745,-1.8671286,0,0.011132129,0.666,702,"tags=25%, list=5%, signal=26%",Tfh_B6
GO_ANTIBIOTIC_METABOLIC_PROCESS,GO_ANTIBIOTIC_METABOLIC_PROCESS,,60,-0.51006156,-1.8631626,0,0.011599434,0.688,2520,"tags=38%, list=19%, signal=47%",Tfh_B6
GO_CELLULAR_RESPONSE_TO_LIPOPROTEIN_PARTICLE_STIMULUS,GO_CELLULAR_RESPONSE_TO_LIPOPROTEIN_PARTICLE_STIMULUS,,26,-0.6038976,-1.8569531,0,0.012528483,0.722,3652,"tags=62%, list=27%, signal=84%",Tfh_B6
GO_CYTOCHROME_COMPLEX_ASSEMBLY,GO_CYTOCHROME_COMPLEX_ASSEMBLY,,32,-0.5793196,-1.8511561,0,0.013310931,0.749,2051,"tags=41%, list=15%, signal=48%",Tfh_B6
GO_NUCLEAR_ENVELOPE_REASSEMBLY,GO_NUCLEAR_ENVELOPE_REASSEMBLY,,18,-0.6678645,-1.8502929,0.004040404,0.013341329,0.751,2199,"tags=44%, list=16%, signal=53%",Tfh_B6
GO_MATURATION_OF_LSU_RRNA,GO_MATURATION_OF_LSU_RRNA,,18,-0.66373533,-1.850209,0.002020202,0.013209237,0.751,1137,"tags=33%, list=8%, signal=36%",Tfh_B6
GO_TRICARBOXYLIC_ACID_CYCLE,GO_TRICARBOXYLIC_ACID_CYCLE,,31,-0.59003705,-1.84936,0,0.0132012,0.753,2478,"tags=55%, list=18%, signal=67%",Tfh_B6
GO_NEGATIVE_REGULATION_OF_RELEASE_OF_CYTOCHROME_C_FROM_MITOCHONDRIA,GO_NEGATIVE_REGULATION_OF_RELEASE_OF_CYTOCHROME_C_FROM_MITOCHONDRIA,,16,-0.68005073,-1.8435354,0,0.013974994,0.774,1579,"tags=44%, list=12%, signal=49%",Tfh_B6
GO_FC_RECEPTOR_SIGNALING_PATHWAY,GO_FC_RECEPTOR_SIGNALING_PATHWAY,,196,-0.42432863,-1.8404449,0,0.014217253,0.785,2479,"tags=42%, list=18%, signal=51%",Tfh_B6
GO_PROTEIN_PEPTIDYL_PROLYL_ISOMERIZATION,GO_PROTEIN_PEPTIDYL_PROLYL_ISOMERIZATION,,35,-0.56668997,-1.8401926,0.00390625,0.014109132,0.785,890,"tags=31%, list=7%, signal=34%",Tfh_B6
GO_POSITIVE_REGULATION_OF_CYTOSOLIC_CALCIUM_ION_CONCENTRATION_INVOLVED_IN_PHOSPHOLIPASE_C_ACTIVATING_G_PROTEIN_COUPLED_SIGNALING_PATHWAY,GO_POSITIVE_REGULATION_OF_CYTOSOLIC_CALCIUM_ION_CONCENTRATION_INVOLVED_IN_PHOSPHOLIPASE_C_ACTIVATING_G_PROTEIN_COUPLED_SIGNALING_PATHWAY,,19,-0.6588232,-1.8398633,0.002141328,0.014047795,0.788,1653,"tags=32%, list=12%, signal=36%",Tfh_B6
