gene_name,B6-1-Tn,B6-2-Tn,B6-3-Tn,B6-4-Tn,TC1-Tn,TC2-Tn,TC4-Tn
Gjc2,2,0,1,0,1,0,0
Gjc3,0,0,0,0,0,0,0
Gjd3,1,2,2,4,0,2,0
Gje1,0,1,0,1,0,1,1
Gk5,106,99,100,83,80,90,87
Gkap1,3,3,6,3,2,3,4
Gkn3,0,0,0,0,0,0,0
Gla,116,110,92,103,98,63,86
Glb1,907,713,759,742,517,487,566
Glb1l,125,97,111,116,126,117,138
Glb1l2,0,0,0,0,0,0,0
Glb1l3,0,0,1,0,0,0,0
Glcci1,66,33,55,52,94,113,121
Glce,469,372,322,404,318,269,311
Gldc,0,0,0,0,0,0,0
Gle1,1153,1093,1061,1191,1153,1000,1222
Glg1,4492,4261,3876,4353,4471,3942,4305
Gli1,4,3,3,5,2,8,7
Gli2,0,0,0,0,0,0,0
Glipr1,1186,1129,1172,1298,968,830,969
Glipr1l1,0,0,0,0,0,0,0
Glipr2,1560,1262,1162,1194,825,716,689
Glis1,3,4,1,1,9,4,6
Glis2,3,5,1,1,2,4,2
Glis3,27,23,35,32,37,43,36
Glmn,284,208,209,199,163,178,196
Glmp,1814,1721,1777,1811,1577,1344,1425
Glns-ps1,1,2,0,2,0,1,0
Glo1,618,491,548,512,470,369,429
Glod4,647,465,454,406,312,220,286
Glp1r,1,0,0,0,0,0,1
Glrb,0,0,0,0,0,0,0
Glrp1,0,3,1,2,0,0,0
Glrx,318,264,297,234,388,340,342
Glrx2,663,496,573,549,572,441,597
Glrx3,893,784,690,702,590,480,564
Glrx5,632,552,565,524,410,378,425
Gls,4204,3731,3263,3356,3805,3377,3732
Gls2,0,0,0,0,0,0,0
Glt1d1,0,0,0,0,1,0,0
Glt28d2,0,0,1,0,1,0,2
Glt8d1,138,172,127,147,183,157,172
Glt8d2,69,36,34,36,53,49,61
Gltp,5041,4316,4493,4419,3850,3174,3562
Gltpd2,0,0,0,0,0,0,0
Gltscr1,2015,1829,1862,2099,3066,2947,3053
Gltscr1l,1719,1541,1449,1606,1966,1753,2069
Gltscr2,8751,8475,8912,7699,6530,5101,5616
Glud1,4082,3759,3642,3660,3135,2827,2870
Glul,1811,1633,1600,1628,1401,1191,1333
Glyat,0,0,1,0,0,0,0
Glyatl3,0,0,0,0,0,0,0
Glyctk,490,434,394,442,426,349,463
Glyr1,3667,3144,3193,3305,3209,2820,3073
Gm10010,2,0,0,0,0,0,0
Gm10011,0,0,0,0,0,0,0
Gm10012,1,0,0,0,0,0,0
Gm10015,0,0,0,0,0,0,0
Gm10020,2,2,1,0,2,1,1
Gm10029,1,1,0,0,4,2,1
Gm10030,0,0,1,0,0,1,0
Gm10033,27,32,30,23,40,40,45
Gm10036,116,135,130,120,108,81,74
Gm10037,1,1,2,0,0,0,1
Gm10038,0,0,1,0,1,0,2
Gm10039,3,2,8,1,4,4,2
Gm10040,0,0,0,2,0,0,0
Gm10044,17,12,3,13,14,10,19
Gm10045,1,0,1,1,0,0,1
Gm10051,86,72,88,78,63,47,53
Gm10052,6,2,6,6,1,5,2
Gm10053,1,0,0,0,0,0,0
Gm10059,0,2,4,3,3,1,1
Gm10062,0,1,0,0,0,0,0
Gm10064,0,0,1,1,0,1,0
Gm10068,0,1,0,0,0,0,0
Gm10069,2,3,5,11,11,18,23
Gm10071,1,1,4,2,4,2,3
Gm10073,783,690,773,662,565,440,493
Gm10074,0,0,1,0,0,0,0
Gm10075,1,0,0,1,1,0,0
Gm10076,159,119,139,126,78,66,69
Gm10080,7,4,7,4,4,3,5
Gm10086,246,223,256,241,149,123,144
Gm10088,0,0,0,0,0,0,0
Gm10093,28,24,27,23,24,23,16
Gm10094,16,29,13,13,12,10,13
Gm10101,20,28,26,39,13,8,15
Gm10109,1,0,0,1,0,0,0
Gm10110,9,8,6,14,15,8,4
Gm10116,0,0,1,1,0,0,0
Gm10123,0,0,0,0,0,0,0
Gm10125,9,5,12,7,45,38,31
Gm10126,1,0,0,0,0,0,0
Gm10130,71,98,44,93,50,59,64
Gm10131,1,5,2,2,3,1,3
Gm10132,0,1,0,0,1,0,1
Gm10134,0,0,0,0,0,0,0
Gm10135,0,0,0,0,0,0,0
Gm10136,3,3,4,3,2,1,3
Gm10138,13,13,19,18,22,11,21
Gm10143,2,0,0,0,3,0,0
Gm10145,0,0,0,0,0,0,0
Gm10146,5,3,10,10,6,2,7
Gm10154,1,0,0,0,0,0,0
Gm10155,9,11,9,7,8,6,5
Gm10156,0,0,1,0,0,0,0
Gm10157,0,0,0,0,0,0,0
Gm10160,0,0,0,1,0,0,0
Gm10161,0,0,0,0,0,0,0
Gm10163,0,0,0,0,0,0,1
Gm10167,58,56,36,31,61,28,37
Gm10169,2,1,0,0,0,0,0
Gm10171,0,0,0,0,0,0,0
Gm10172,0,0,0,0,0,0,0
Gm10175,24,22,20,24,15,6,16
Gm10177,8,4,2,6,5,1,5
Gm10179,0,1,0,0,0,0,0
Gm10180,1,3,2,2,2,1,1
Gm10182,0,1,0,0,0,0,0
Gm10184,0,0,0,0,0,0,0
Gm10190,0,0,0,0,0,0,0
Gm10193,0,1,0,1,0,0,0
Gm10197,0,0,0,0,0,0,0
Gm10212,1,2,0,0,1,1,2
Gm10221,1,0,0,0,1,1,0
Gm10224,9,2,3,3,4,2,2
Gm10226,48,36,34,32,25,24,39
Gm10231,0,0,0,0,0,0,0
Gm10232,3,1,2,1,0,2,2
Gm10237,0,0,0,0,0,1,0
Gm10240,10,15,21,14,10,5,10
Gm10241,0,0,0,0,0,0,0
Gm10242,0,0,0,0,0,0,0
Gm10243,0,1,1,0,0,2,0
Gm10244,1,8,10,5,0,0,10
Gm10247,4,3,5,4,3,2,5
Gm10250,36,28,36,37,25,18,32
Gm10253,0,1,0,0,1,2,0
Gm10254,0,3,5,5,4,2,2
Gm10257,0,0,3,1,1,1,0
Gm10259,0,0,0,0,0,0,0
Gm10260,2,6,4,3,5,2,6
Gm10263,1,2,0,4,0,2,3
Gm10268,1,3,4,4,4,3,4
Gm10269,0,3,0,3,2,1,1
Gm10275,587,539,582,547,435,342,404
Gm10277,0,0,0,0,0,0,0
Gm10282,1,0,0,0,1,0,0
Gm10284,0,0,0,0,0,1,0
Gm10286,0,0,0,0,0,0,0
Gm10288,109,82,96,78,74,52,61
Gm10291,1,0,1,0,1,0,0
Gm10293,7,2,3,3,3,1,3
Gm10300,2,0,0,0,3,0,0
Gm10305,0,0,0,0,0,0,0
Gm10306,0,0,0,0,3,3,1
Gm10307,0,0,0,0,0,0,0
Gm10309,0,0,0,0,0,0,0
Gm10311,17,11,15,14,16,12,14
Gm10312,1,0,0,0,0,0,1
Gm10313,1,0,1,0,0,0,0
Gm10320,0,0,0,2,0,2,0
Gm10322,1,0,0,0,0,0,0
Gm10327,1,2,2,4,2,1,0
Gm10335,2,0,1,1,1,0,1
Gm10337,1,0,0,0,0,0,0
Gm10343,12,7,7,16,8,16,14
Gm10344,1,0,1,0,1,0,0
Gm10355,0,0,0,0,0,0,0
Gm10356,2,0,0,0,1,0,1
Gm10357,1,1,0,0,0,0,0
Gm10358,0,0,0,0,0,0,0
Gm10359,0,0,0,0,0,0,1
Gm10364,5,3,4,3,4,4,10
Gm10369,7,9,7,3,3,2,1
Gm10371,0,0,0,0,0,0,0
Gm10373,0,0,0,0,1,1,0
Gm10382,0,3,0,1,1,0,2
Gm10384,0,0,0,0,0,0,0
Gm10390,2,2,2,0,0,0,0
Gm10392,33,39,21,25,32,25,41
Gm10399,0,1,0,0,0,1,0
Gm10401,0,0,0,0,0,2,1
Gm10406,0,0,1,1,2,1,0
Gm10418,0,0,0,0,0,0,0
Gm10419,0,0,0,0,0,0,0
Gm10420,1,1,0,4,1,0,1
Gm10421,0,0,0,0,0,0,0
Gm10425,0,0,0,0,0,0,0
Gm10428,0,0,0,0,1,0,0
Gm1043,13,13,15,11,30,27,36
Gm10433,0,0,0,0,2,2,3
Gm10434,1,0,1,0,3,2,1
Gm10435,0,0,0,0,0,0,0
Gm10443,2,2,6,5,1,2,1
Gm10444,0,0,0,0,0,0,0
Gm10451,64,32,32,23,16,46,29
Gm10463,0,0,0,1,20,13,2
Gm10472,2,0,0,0,1,1,0
Gm10478,7,9,7,7,9,17,14
Gm10479,0,0,0,0,0,0,1
Gm10480,7,6,7,7,2,8,8
Gm10481,0,1,2,0,1,1,0
Gm10489,0,1,0,0,0,0,0
Gm10490,0,0,0,0,1,0,0
Gm10499,1,1,1,1,0,1,0
Gm10501,50,42,31,44,35,48,60
Gm10505,45,54,45,57,50,36,65
Gm10509,39,28,37,30,33,27,29
Gm10516,5,10,6,7,12,12,8
Gm10517,5,3,3,3,3,2,11
Gm10518,1,1,0,1,0,3,0
Gm10521,226,195,194,225,729,764,831
Gm10522,0,0,0,0,0,0,0
Gm10524,141,117,115,117,139,130,171
Gm10532,0,0,0,0,0,0,0
Gm10535,0,0,0,0,0,0,0
Gm10537,2,0,0,0,1,0,3
Gm10540,0,0,0,0,0,0,1
Gm10548,104,109,94,121,86,85,100
Gm10549,0,0,0,0,0,0,0
Gm10550,0,0,0,0,0,0,0
Gm10552,0,1,0,1,0,0,1
Gm10553,0,1,0,0,0,0,0
Gm10557,39,35,44,28,65,66,61
Gm10561,0,0,0,0,0,2,1
Gm10563,1,0,1,0,0,1,1
Gm10566,5,1,0,2,2,3,2
Gm10570,0,0,1,0,0,1,0
Gm10571,0,4,2,0,11,5,6
Gm10575,2,1,5,0,0,0,1
Gm10581,0,0,0,0,0,0,0
Gm10582,2,1,0,1,1,0,0
Gm10583,0,0,0,0,0,0,0
Gm10602,2,0,0,1,2,3,4
Gm10603,0,0,0,0,1,1,0
Gm10605,6,2,3,2,3,5,5
Gm10610,0,0,0,0,0,0,0
Gm10614,1,2,3,1,5,4,4
Gm10617,1,4,2,0,1,0,0
Gm10629,0,0,0,0,0,0,0
Gm10634,0,0,0,0,0,1,0
Gm10638,10,5,2,7,6,5,11
Gm10640,109,93,104,107,44,31,74
Gm10642,36,35,29,22,27,14,29
Gm10643,36,36,32,30,17,34,39
Gm10644,33,27,25,37,58,46,70
Gm10647,0,0,0,0,0,0,0
Gm10649,0,0,0,0,0,0,0
Gm10651,1,1,1,2,0,0,1
Gm10653,1,1,0,0,0,0,0
Gm10654,0,0,1,0,0,0,0
Gm10655,1,0,0,0,8,11,8
Gm10658,3,3,4,1,2,2,1
Gm10676,135,120,115,188,424,435,497
Gm10684,0,1,0,0,0,0,0
Gm10687,0,0,0,0,0,0,0
Gm10689,8,6,8,5,4,0,7
Gm10698,29,25,31,24,14,19,21
Gm10699,0,0,1,0,1,0,0
Gm1070,3,4,3,5,9,6,3
Gm10702,16,19,13,11,7,8,10
Gm10704,3,2,3,3,2,0,2
Gm10705,0,0,1,0,0,0,0
Gm10709,3,0,2,2,0,1,0
Gm10714,0,0,0,0,0,0,0
Gm10715,0,0,0,0,0,0,0
Gm10717,0,0,0,0,0,0,0
Gm10718,0,0,0,0,0,0,0
Gm10723,0,0,0,0,0,0,0
Gm10728,0,0,0,0,0,0,0
Gm10729,1,0,1,0,1,1,0
Gm10731,0,0,0,0,0,0,1
Gm10736,0,0,0,0,0,0,0
Gm10762,35,32,21,29,30,38,39
Gm10766,1,3,1,3,2,0,0
Gm10767,18,27,9,24,15,14,12
Gm10775,0,0,0,0,0,0,0
Gm10778,12,13,9,8,12,7,4
Gm10785,18,16,16,11,13,12,18
Gm10797,0,0,0,0,1,0,0
Gm10800,1,1,0,0,0,0,0
Gm10801,1,0,0,0,0,0,0
Gm10804,4,3,4,2,5,3,0
Gm10812,1,2,4,1,3,3,3
Gm10814,24,40,15,21,15,10,15
Gm10819,2,0,0,1,0,0,0
Gm10822,2,0,0,2,0,0,0
Gm10827,1,4,3,1,3,3,3
Gm10840,4,5,3,2,8,8,21
Gm10842,0,0,0,0,0,1,0
Gm10851,0,0,0,0,0,0,0
Gm10863,57,46,56,53,67,41,77
Gm10874,0,0,0,1,2,1,0
Gm10912,0,0,1,2,0,1,2
Gm10913,2,1,2,1,1,4,1
Gm10916,0,0,1,0,0,1,0
Gm10923,0,0,0,0,1,0,0
Gm10925,0,0,1,2,1,0,0
Gm10941,0,0,0,0,0,0,0
Gm10961,0,0,1,0,0,1,1
Gm10964,0,0,0,0,0,0,0
Gm11008,4,0,0,2,0,0,0
Gm11011,0,0,0,0,0,0,0
Gm11077,1,1,0,1,2,2,0
Gm11084,1,0,0,0,3,0,4
Gm11099,0,0,0,0,0,0,0
Gm11100,0,0,0,1,0,0,0
Gm11110,75,76,71,76,107,89,100
Gm11111,0,0,0,0,0,0,0
Gm11127,1,0,0,0,1,0,1
Gm11128,0,0,0,0,0,0,0
Gm11131,1016,1086,1108,1161,1324,1067,1329
Gm11172,0,0,0,0,0,0,0
Gm11175,22,26,25,16,31,39,41
Gm11185,1,0,0,0,2,1,2
Gm11186,0,0,0,0,0,1,0
Gm11188,0,0,0,0,0,0,0
Gm11189,1,0,0,0,0,0,0
Gm11191,1,0,0,1,0,0,0
Gm11196,1,0,2,0,0,0,2
Gm11197,0,0,0,0,0,0,0
Gm11198,0,0,0,1,0,0,0
Gm11199,0,0,0,1,0,0,0
Gm11200,0,0,0,0,0,0,0
Gm11201,13,14,19,14,11,7,20
Gm11203,0,0,0,0,0,0,0
Gm11204,1,0,0,0,0,0,0
Gm11205,0,1,1,0,0,0,0
Gm11209,0,0,1,1,1,0,4
Gm11210,4,2,5,6,3,11,10
Gm11214,1,1,0,1,0,1,0
Gm11216,0,0,0,0,0,0,0
Gm11218,0,1,0,0,0,0,0
Gm11221,3,2,3,4,1,0,3
Gm11222,1,1,0,0,3,1,0
Gm11223,0,0,1,1,0,0,0
Gm11224,2,1,2,2,0,0,0
Gm11225,1,0,0,0,0,0,0
Gm11226,0,0,2,0,1,0,0
Gm11229,0,0,0,0,0,0,0
Gm1123,16,5,7,6,5,3,4
Gm11235,0,0,0,0,1,0,0
Gm11241,0,0,0,0,0,0,0
Gm11243,0,0,0,0,0,0,0
Gm11246,1,1,1,0,0,0,1
Gm11248,0,0,0,0,0,0,0
Gm11249,38,41,25,40,35,19,13
Gm11251,0,0,0,0,0,0,0
Gm11255,0,0,0,0,0,0,0
Gm11258,0,0,0,1,0,0,2
Gm11259,0,0,0,0,0,0,0
Gm11261,0,0,0,0,0,0,0
Gm11263,4,7,5,3,0,1,1
Gm11270,0,0,0,0,0,0,0
Gm11271,0,0,0,0,0,1,0
Gm11274,1,0,0,0,0,0,1
Gm11281,0,0,1,0,0,0,0
Gm11282,0,0,0,0,0,0,0
Gm11284,0,0,0,0,0,0,0
Gm11285,0,0,0,0,1,0,0
Gm11290,0,0,0,0,0,0,0
Gm11292,0,0,0,0,0,0,0
Gm11295,1,0,2,0,0,0,0
Gm11307,1,1,0,0,0,2,2
Gm11313,0,0,1,1,0,0,2
Gm11335,0,0,0,1,0,0,0
Gm11336,0,1,1,0,1,0,1
Gm11338,0,0,0,0,0,0,0
Gm11342,23,10,9,12,5,8,3
Gm11343,0,0,1,0,1,0,0
Gm11344,1,0,1,0,0,0,0
Gm11345,10,7,3,4,0,4,0
Gm11346,1771,1547,1511,1575,1556,1184,1783
Gm11349,0,0,0,0,0,0,0
Gm11353,5,6,7,3,5,1,3
Gm11354,0,0,0,0,0,0,0
Gm11361,11,16,15,16,11,9,0
Gm11362,0,0,1,1,0,0,0
Gm11363,1,0,1,0,0,0,0
Gm11366,0,0,0,0,3,3,2
Gm11367,0,0,0,0,0,0,0
Gm11368,0,0,0,0,0,0,0
Gm11380,3,1,0,0,0,0,0
Gm11399,30,11,29,20,21,32,22
Gm11400,43,21,39,32,54,69,90
Gm11401,2,0,0,0,0,0,0
Gm11405,1,1,0,1,3,1,2
Gm11407,0,0,0,0,0,0,1
Gm1141,5,0,1,4,3,3,2
Gm11410,2,1,1,1,1,1,0
Gm11413,0,1,0,0,1,0,0
Gm11415,0,0,0,0,0,0,0
Gm11420,0,0,0,0,1,0,0
Gm11423,52,43,47,42,34,22,34
Gm11424,0,0,0,0,0,0,0
Gm11425,11,8,12,1,15,6,13
Gm11427,129,110,142,118,187,181,198
Gm11434,0,0,0,0,0,0,0
Gm11437,0,0,0,0,0,0,0
Gm11438,0,0,0,0,0,0,0
Gm11439,0,0,0,0,0,0,1
Gm11440,0,0,1,0,0,3,1
Gm11443,1,0,0,0,0,0,0
Gm11447,0,0,1,0,1,0,0
Gm11448,1,0,0,0,0,1,0
Gm11449,0,1,0,2,0,0,0
Gm11450,0,1,0,0,1,0,0
Gm11451,0,0,0,0,0,0,0
Gm11452,0,0,0,0,0,0,0
Gm11453,0,1,0,3,0,1,0
Gm11454,3,6,2,2,8,0,1
Gm11455,4,7,4,7,25,33,39
Gm11456,0,0,0,0,0,0,0
Gm11457,0,0,0,0,0,0,0
Gm11460,0,0,0,0,0,0,0
Gm11462,0,0,0,0,0,0,0
Gm11464,2,3,2,4,4,4,0
Gm11465,0,0,0,0,1,0,0
Gm11469,1,0,0,0,0,0,0
Gm11470,3,1,0,0,0,0,0
Gm11472,1,0,0,1,1,1,1
Gm11473,0,1,0,0,0,0,0
Gm11474,3,6,3,4,1,0,1
Gm11478,1654,1425,1562,1460,1535,1291,1435
Gm11479,0,0,0,0,0,0,0
Gm11483,1,1,0,2,2,0,0
Gm11488,1,2,1,1,6,3,2
Gm11489,0,1,0,0,0,1,0
Gm11491,0,0,0,0,0,0,0
Gm11492,0,0,0,0,0,0,0
Gm11496,1,0,0,0,0,0,0
Gm11502,0,0,0,0,0,0,0
Gm11506,0,0,1,0,0,0,0
Gm11507,0,0,0,0,0,0,0
Gm11508,0,3,0,0,4,1,3
Gm11509,0,0,0,0,0,0,0
Gm11510,0,0,1,1,0,0,1
Gm11511,1,0,0,0,0,1,1
Gm11512,0,0,0,0,1,1,0
Gm11515,0,0,0,0,0,0,0
Gm11516,0,1,0,0,0,0,0
Gm11517,1,1,0,1,4,1,2
Gm11518,0,0,3,1,0,0,0
Gm11520,3,2,2,4,3,0,2
Gm11521,0,0,0,1,0,1,2
Gm11524,0,0,0,0,0,0,0
Gm11525,5,1,2,2,8,8,7
Gm11527,0,0,0,0,1,1,3
Gm11529,5,6,6,5,3,4,5
Gm11531,0,3,1,2,2,0,1
Gm11532,84,85,66,66,81,53,77
Gm11533,0,0,0,1,1,1,0
Gm11534,1,1,3,2,4,1,2
Gm11537,14,4,8,7,3,4,4
Gm11539,190,173,206,177,170,117,105
Gm11541,3,0,1,0,1,0,0
Gm11542,1,2,1,0,0,2,1
Gm11545,0,0,0,0,0,0,0
Gm11549,0,0,0,0,0,1,0
Gm11550,0,0,0,0,0,1,0
Gm11551,0,0,0,0,0,0,0
Gm11557,0,0,0,0,0,1,2
Gm11560,2,1,4,2,0,0,0
Gm11572,1,0,4,4,3,2,2
Gm11574,4,2,1,3,6,0,2
Gm11575,0,0,0,0,0,0,2
Gm11576,0,0,0,0,0,0,0
Gm11579,10,10,20,23,25,30,38
Gm11581,0,0,0,0,0,0,0
Gm11582,0,0,0,0,0,0,0
Gm11583,0,0,0,0,1,0,1
Gm11585,13,7,5,6,8,4,5
Gm11586,0,0,0,0,0,0,0
Gm11588,0,0,0,0,0,0,0
Gm11592,0,0,0,0,1,0,0
Gm11598,0,0,0,0,0,0,1
Gm11599,1,0,2,1,0,0,1
Gm11604,1,1,1,0,1,0,2
Gm11605,4,6,2,9,4,1,1
Gm11609,1,2,1,0,3,3,8
Gm11611,0,0,0,0,0,0,0
Gm11613,147,104,89,69,76,52,50
Gm11615,0,0,0,0,0,0,0
Gm11619,0,0,2,1,0,0,1
Gm11620,3,1,1,4,2,4,3
Gm11624,0,0,0,0,0,0,0
Gm11625,0,0,0,0,0,0,0
Gm11626,0,0,0,0,0,0,0
Gm11628,1,2,1,0,0,2,1
Gm11629,0,1,0,0,2,1,1
Gm11630,0,0,0,0,0,0,0
Gm11631,1,0,0,0,0,0,0
Gm11633,1,0,0,0,1,0,2
Gm11637,0,0,0,0,0,0,0
Gm11638,0,0,0,0,0,0,0
Gm11639,3,1,2,1,0,1,4
Gm11642,7,4,7,0,4,1,5
Gm11643,0,0,1,0,0,0,0
Gm11645,0,0,0,0,0,0,0
Gm11646,1,0,0,0,0,0,0
Gm11650,0,0,0,0,0,0,0
Gm11652,2,2,4,1,2,4,1
Gm11655,0,0,0,0,0,0,0
Gm11656,0,0,0,0,0,0,0
Gm11658,1,0,1,0,0,0,1
Gm11660,0,0,0,0,0,0,0
Gm11663,0,0,0,1,0,0,1
Gm11670,0,0,0,0,0,0,1
Gm11672,0,1,0,0,0,0,0
Gm11674,9,7,3,2,5,11,7
Gm11675,23,19,22,15,16,16,11
Gm11677,0,0,0,0,0,0,3
Gm11682,1,0,0,0,0,0,0
Gm11683,0,0,0,0,0,0,0
Gm11684,0,0,0,0,0,0,0
Gm11686,13,15,15,9,10,3,8
Gm11687,3,2,0,0,2,2,0
Gm11688,2,3,3,3,13,13,11
Gm11689,0,0,0,0,0,0,0
Gm11690,0,1,1,1,0,0,0
Gm11692,3,1,0,1,0,0,0
Gm11693,0,0,0,0,0,0,0
Gm11694,3,4,1,2,2,4,0
Gm11695,200,215,177,211,178,126,184
Gm11696,120,83,101,93,111,100,116
Gm11697,0,0,0,0,0,0,0
Gm11698,0,0,0,0,0,0,0
Gm11701,0,0,0,0,0,0,2
Gm11702,0,0,0,0,1,0,0
Gm11703,2,0,0,1,0,2,1
Gm11706,0,0,1,0,0,1,0
Gm11707,318,229,278,268,138,123,177
Gm11708,0,0,0,0,0,0,0
Gm11714,1,3,3,0,1,3,1
Gm11718,0,0,0,0,2,0,0
Gm11722,1,0,0,1,2,0,2
Gm11723,0,0,0,0,0,0,0
Gm11724,2,0,1,0,0,0,0
Gm11725,20,25,22,20,28,22,37
Gm11729,0,0,0,0,0,0,0
Gm11730,0,0,0,0,1,0,0
Gm11733,0,0,0,1,0,0,0
Gm11735,0,0,0,0,0,0,0
Gm11736,0,0,0,0,0,0,0
Gm11737,2,0,0,3,1,0,1
Gm11738,16,3,8,5,3,1,2
Gm11739,0,0,0,0,0,0,0
Gm11743,4,3,2,6,5,12,7
Gm11744,0,0,0,0,0,0,0
Gm11745,0,0,0,0,1,0,0
Gm11748,1,0,0,0,2,0,0
Gm11755,0,0,0,0,1,0,2
Gm11759,1,0,0,0,0,0,0
Gm11760,1,0,0,2,1,3,1
Gm11765,2,1,0,0,0,0,0
Gm11766,0,0,0,0,0,0,0
Gm11767,46,34,18,35,23,24,29
Gm11769,4,3,3,2,1,3,3
Gm11772,2,0,0,1,0,0,1
Gm11780,0,0,0,0,0,0,0
Gm11783,0,0,0,0,0,0,0
Gm11787,0,0,0,0,0,0,0
Gm11788,0,0,0,0,0,0,1
Gm11789,0,0,0,0,0,0,0
Gm11790,0,0,0,0,0,1,0
Gm11791,0,0,0,0,0,0,0
Gm11793,2,2,0,0,1,0,1
Gm11796,0,0,0,0,0,0,0
Gm11799,0,0,0,0,0,0,1
Gm11802,0,0,0,0,0,0,0
Gm11803,0,0,0,0,0,0,0
Gm11805,0,0,0,0,0,0,0
Gm11808,82,86,79,69,80,65,54
Gm11809,0,1,0,0,0,0,1
Gm11810,0,0,1,3,1,1,1
Gm11814,2,2,1,0,2,1,1
Gm11815,0,0,1,0,0,0,0
Gm11821,0,0,1,0,0,0,0
Gm11822,0,0,0,0,0,0,0
Gm11824,0,0,0,1,1,2,0
Gm11826,4,4,6,5,0,3,1
Gm11827,0,0,0,0,0,0,0
Gm11829,0,0,0,0,0,0,0
Gm11830,0,0,0,0,0,0,1
Gm11832,0,0,0,0,0,0,0
Gm11836,0,3,1,0,1,0,0
Gm11837,0,0,0,1,0,0,0
Gm11838,0,0,0,0,1,0,0
Gm11839,3,3,1,2,3,3,3
Gm11841,0,0,0,0,0,0,0
Gm11843,0,0,0,0,0,0,2
Gm11847,6,5,6,2,4,6,6
Gm11848,0,0,0,0,0,0,0
Gm11849,0,0,0,0,0,1,0
Gm11850,0,0,0,0,0,0,0
Gm11851,0,0,0,1,0,0,1
Gm11852,0,0,0,0,0,0,0
Gm11855,0,0,0,0,0,0,0
Gm11865,2,4,3,3,3,2,3
Gm11868,3,2,5,3,2,0,1
Gm11869,0,0,0,0,0,0,0
Gm11870,14,11,12,12,22,26,38
Gm11874,4,1,2,1,5,1,1
Gm11875,0,0,0,0,0,0,0
Gm11878,3,1,1,0,0,1,3
Gm11880,1,0,0,0,0,0,0
Gm11888,0,0,0,0,0,1,1
Gm11889,4,3,1,1,1,2,0
Gm11892,0,0,0,0,0,0,0
Gm11893,0,1,0,0,0,0,0
Gm11894,0,0,0,0,0,0,0
Gm11895,0,0,1,1,0,0,0
Gm11896,0,0,0,0,0,0,0
Gm11903,0,1,0,0,0,0,0
Gm11907,0,1,1,0,2,0,0
Gm11914,9,10,4,5,5,5,9
Gm11918,0,0,0,0,0,0,0
Gm11922,0,0,0,0,0,0,0
Gm11927,0,0,0,0,0,0,0
Gm11928,1,0,0,0,1,4,2
Gm11929,0,0,0,0,0,0,0
Gm11930,0,0,0,0,0,0,0
Gm11931,0,0,0,0,0,0,0
Gm11934,0,0,1,0,1,0,1
Gm11935,0,0,0,0,0,0,0
Gm11936,0,0,0,0,0,0,0
Gm11940,0,1,0,0,2,1,3
Gm11942,13,16,20,7,9,4,12
Gm11944,59,50,49,68,92,78,92
Gm11945,0,0,0,1,0,2,0
Gm11946,0,0,0,0,0,0,0
Gm11948,8,4,4,7,16,10,8
Gm11949,0,0,0,0,0,0,0
Gm11951,0,0,0,0,0,0,0
Gm11952,0,0,0,0,0,0,0
Gm11953,3,1,2,0,0,1,3
Gm11954,0,0,0,0,0,0,0
Gm11955,0,0,0,1,1,1,0
Gm11956,1,0,0,0,1,1,2
Gm11957,0,1,0,0,0,0,0
Gm11960,1,0,0,2,2,0,0
Gm11961,0,0,0,0,0,0,0
Gm11963,1,0,0,1,1,3,1
Gm11964,2,2,2,2,0,4,3
Gm11965,0,0,0,0,0,0,0
Gm11966,0,0,0,1,0,1,1
Gm11969,0,0,0,0,1,0,0
Gm11970,1,2,1,0,0,0,0
Gm11971,0,0,0,0,0,0,0
Gm11972,0,0,1,0,0,0,0
Gm11973,30,30,21,37,56,68,63
Gm11974,289,304,253,264,372,331,333
Gm11975,1,0,1,0,6,1,7
Gm11977,2,1,2,3,4,1,2
Gm11978,0,0,0,0,0,0,0
Gm11979,0,1,0,0,0,0,0
Gm11980,0,0,0,0,0,2,0
Gm11983,0,1,0,0,0,0,0
Gm11989,2,1,2,5,3,1,2
Gm11990,0,0,0,0,0,0,0
Gm11992,0,0,0,0,0,0,0
Gm11993,0,0,0,0,2,0,0
Gm11996,2,1,0,0,0,0,0
Gm11998,86,73,49,57,17,14,27
Gm11999,1,4,1,2,2,4,5
Gm12,0,0,0,0,0,0,0
Gm12000,1,1,1,0,2,0,1
Gm12003,1,0,2,0,0,0,0
Gm12004,0,0,0,0,0,0,0
Gm12005,1,1,3,0,0,2,1
Gm12009,2,1,4,2,1,1,2
Gm12013,2,3,3,0,0,1,2
Gm12017,0,1,1,0,0,0,0
Gm12020,0,2,2,2,3,1,1
Gm12021,0,0,0,0,0,0,0
Gm12024,0,0,0,0,0,0,0
Gm12025,0,1,0,0,0,0,0
Gm12026,0,0,0,0,0,0,0
Gm12031,0,1,0,0,0,0,1
Gm12033,0,0,0,0,0,0,0
Gm12034,1,2,1,1,0,0,1
Gm12035,0,0,2,0,0,0,0
Gm12037,0,0,0,0,0,0,0
Gm12038,2,0,0,0,0,0,1
Gm12039,0,0,0,0,0,0,0
Gm12042,0,0,0,0,1,0,0
Gm12043,1,0,0,0,0,0,0
Gm12045,0,0,0,0,0,0,0
Gm12047,0,0,0,0,0,0,1
Gm12057,8,3,4,3,17,11,5
