NAME,GS<br> follow link to MSigDB,GS DETAILS,SIZE,ES,NES,NOM p-val,FDR q-val,FWER p-val,RANK AT MAX,LEADING EDGE,group
GSE3565_DUSP1_VS_WT_SPLENOCYTES_POST_LPS_INJECTION_DN,GSE3565_DUSP1_VS_WT_SPLENOCYTES_POST_LPS_INJECTION_DN,Details ...,125,-0.35531566,-1.4808918,0.003960396,0.14527063,0.731,3805,"tags=38%, list=28%, signal=52%",Tfh
GSE32986_UNSTIM_VS_GMCSF_AND_CURDLAN_HIGHDOSE_STIM_DC_UP,GSE32986_UNSTIM_VS_GMCSF_AND_CURDLAN_HIGHDOSE_STIM_DC_UP,Details ...,180,-0.33408087,-1.4481349,0.00203666,0.17020662,0.823,3614,"tags=39%, list=27%, signal=52%",Tfh
KARLSSON_TGFB1_TARGETS_UP,KARLSSON_TGFB1_TARGETS_UP,Details ...,107,-0.35555062,-1.4189304,0.01875,0.19692184,0.888,3083,"tags=38%, list=23%, signal=49%",Tfh
GAURNIER_PSMD4_TARGETS,GAURNIER_PSMD4_TARGETS,Details ...,50,-0.40522915,-1.4133133,0.038617887,0.19122493,0.903,5049,"tags=62%, list=37%, signal=99%",Tfh
BIOCARTA_ERK_PATHWAY,BIOCARTA_ERK_PATHWAY,Details ...,24,-0.46836057,-1.390317,0.08695652,0.20906827,0.938,1646,"tags=33%, list=12%, signal=38%",Tfh
REACTOME_MTORC1_MEDIATED_SIGNALLING,REACTOME_MTORC1_MEDIATED_SIGNALLING,Details ...,23,-0.45849442,-1.3747399,0.084,0.21888492,0.956,3399,"tags=57%, list=25%, signal=75%",Tfh
GSE32986_CURDLAN_LOWDOSE_VS_GMCSF_AND_CURDLAN_LOWDOSE_STIM_DC_UP,GSE32986_CURDLAN_LOWDOSE_VS_GMCSF_AND_CURDLAN_LOWDOSE_STIM_DC_UP,Details ...,181,-0.31683078,-1.3723568,0.014613778,0.20946027,0.958,2764,"tags=29%, list=20%, signal=36%",Tfh
REACTOME_MAPK_FAMILY_SIGNALING_CASCADES,REACTOME_MAPK_FAMILY_SIGNALING_CASCADES,Details ...,246,-0.30827376,-1.3723277,0.004115226,0.1978236,0.958,2079,"tags=26%, list=15%, signal=31%",Tfh
GSE3565_CTRL_VS_LPS_INJECTED_DUSP1_KO_SPLENOCYTES_UP,GSE3565_CTRL_VS_LPS_INJECTED_DUSP1_KO_SPLENOCYTES_UP,Details ...,171,-0.31328547,-1.3371314,0.018108651,0.23522824,0.987,3279,"tags=37%, list=24%, signal=48%",Tfh
SASAI_RESISTANCE_TO_NEOPLASTIC_TRANSFROMATION,SASAI_RESISTANCE_TO_NEOPLASTIC_TRANSFROMATION,Details ...,37,-0.39849734,-1.3343385,0.0741483,0.2273841,0.987,1873,"tags=27%, list=14%, signal=31%",Tfh
GSE3565_DUSP1_VS_WT_SPLENOCYTES_POST_LPS_INJECTION_UP,GSE3565_DUSP1_VS_WT_SPLENOCYTES_POST_LPS_INJECTION_UP,Details ...,143,-0.31716532,-1.3089099,0.049603175,0.25857428,0.992,1053,"tags=22%, list=8%, signal=23%",Tfh
HE_PTEN_TARGETS_UP,HE_PTEN_TARGETS_UP,Details ...,16,-0.47982052,-1.308529,0.13412228,0.24713112,0.992,1532,"tags=25%, list=11%, signal=28%",Tfh
GSE32986_CURDLAN_HIGHDOSE_VS_GMCSF_AND_CURDLAN_HIGHDOSE_STIM_DC_UP,GSE32986_CURDLAN_HIGHDOSE_VS_GMCSF_AND_CURDLAN_HIGHDOSE_STIM_DC_UP,Details ...,184,-0.29923204,-1.2953734,0.02892562,0.2569255,0.994,2941,"tags=32%, list=22%, signal=40%",Tfh
KARLSSON_TGFB1_TARGETS_DN,KARLSSON_TGFB1_TARGETS_DN,Details ...,167,-0.29886994,-1.2845335,0.032258064,0.26520225,0.995,1672,"tags=26%, list=12%, signal=29%",Tfh
KEGG_CELL_ADHESION_MOLECULES_CAMS,KEGG_CELL_ADHESION_MOLECULES_CAMS,Details ...,89,-0.32576525,-1.2580787,0.0875,0.299949,0.999,2777,"tags=25%, list=21%, signal=31%",Tfh
GSE3565_CTRL_VS_LPS_INJECTED_SPLENOCYTES_DN,GSE3565_CTRL_VS_LPS_INJECTED_SPLENOCYTES_DN,Details ...,166,-0.29660934,-1.2519263,0.064989515,0.30012938,0.999,2304,"tags=29%, list=17%, signal=34%",Tfh
BIOCARTA_RAS_PATHWAY,BIOCARTA_RAS_PATHWAY,Details ...,22,-0.42696342,-1.2506269,0.1724138,0.29095072,0.999,2338,"tags=36%, list=17%, signal=44%",Tfh
FURUKAWA_DUSP6_TARGETS_PCI35_UP,FURUKAWA_DUSP6_TARGETS_PCI35_UP,Details ...,51,-0.3534754,-1.2501866,0.13207547,0.28138024,0.999,2760,"tags=33%, list=20%, signal=42%",Tfh
GSE32986_UNSTIM_VS_CURDLAN_LOWDOSE_STIM_DC_UP,GSE32986_UNSTIM_VS_CURDLAN_LOWDOSE_STIM_DC_UP,Details ...,187,-0.28529507,-1.2281404,0.070393376,0.31148487,0.999,3490,"tags=35%, list=26%, signal=46%",Tfh
GNF2_JAK1,GNF2_JAK1,Details ...,28,-0.3852396,-1.1936952,0.21428572,0.36896548,1,3279,"tags=43%, list=24%, signal=56%",Tfh
REACTOME_MAP2K_AND_MAPK_ACTIVATION,REACTOME_MAP2K_AND_MAPK_ACTIVATION,Details ...,35,-0.35697377,-1.1550136,0.22540984,0.44675976,1,1892,"tags=26%, list=14%, signal=30%",Tfh
GSE32986_CURDLAN_LOWDOSE_VS_GMCSF_AND_CURDLAN_LOWDOSE_STIM_DC_DN,GSE32986_CURDLAN_LOWDOSE_VS_GMCSF_AND_CURDLAN_LOWDOSE_STIM_DC_DN,Details ...,172,-0.26784137,-1.1540711,0.12008282,0.43511304,1,3111,"tags=31%, list=23%, signal=40%",Tfh
GSE3565_CTRL_VS_LPS_INJECTED_SPLENOCYTES_UP,GSE3565_CTRL_VS_LPS_INJECTED_SPLENOCYTES_UP,Details ...,165,-0.27129242,-1.151673,0.13953489,0.42738652,1,2836,"tags=28%, list=21%, signal=35%",Tfh
BIOCARTA_PTEN_PATHWAY,BIOCARTA_PTEN_PATHWAY,Details ...,17,-0.41384023,-1.1038346,0.34325397,0.5415688,1,2729,"tags=35%, list=20%, signal=44%",Tfh
KEGG_NEUROTROPHIN_SIGNALING_PATHWAY,KEGG_NEUROTROPHIN_SIGNALING_PATHWAY,Details ...,111,-0.27344877,-1.0998024,0.24048096,0.53718865,1,2729,"tags=30%, list=20%, signal=37%",Tfh
GSE32986_CURDLAN_LOWDOSE_VS_CURDLAN_HIGHDOSE_STIM_DC_UP,GSE32986_CURDLAN_LOWDOSE_VS_CURDLAN_HIGHDOSE_STIM_DC_UP,Details ...,177,-0.25366548,-1.0932003,0.23895583,0.5421912,1,1460,"tags=16%, list=11%, signal=18%",Tfh
GSE3565_DUSP1_VS_WT_SPLENOCYTES_DN,GSE3565_DUSP1_VS_WT_SPLENOCYTES_DN,Details ...,167,-0.2511153,-1.0554031,0.3029661,0.63874084,1,2169,"tags=23%, list=16%, signal=27%",Tfh
REACTOME_FCERI_MEDIATED_MAPK_ACTIVATION,REACTOME_FCERI_MEDIATED_MAPK_ACTIVATION,Details ...,52,-0.2958717,-1.0516399,0.37288135,0.63465995,1,2611,"tags=44%, list=19%, signal=55%",Tfh
REACTOME_ONCOGENIC_MAPK_SIGNALING,REACTOME_ONCOGENIC_MAPK_SIGNALING,Details ...,63,-0.2856145,-1.0482248,0.37629938,0.6300129,1,1892,"tags=22%, list=14%, signal=26%",Tfh
REACTOME_GRB2_SOS_PROVIDES_LINKAGE_TO_MAPK_SIGNALING_FOR_INTERGRINS,REACTOME_GRB2_SOS_PROVIDES_LINKAGE_TO_MAPK_SIGNALING_FOR_INTERGRINS,Details ...,12,-0.40369576,-1.0404172,0.39227644,0.63830465,1,2252,"tags=33%, list=17%, signal=40%",Tfh
REACTOME_GASTRIN_CREB_SIGNALLING_PATHWAY_VIA_PKC_AND_MAPK,REACTOME_GASTRIN_CREB_SIGNALLING_PATHWAY_VIA_PKC_AND_MAPK,Details ...,16,-0.3876218,-1.0365067,0.38022813,0.63481015,1,2611,"tags=31%, list=19%, signal=39%",Tfh
FURUKAWA_DUSP6_TARGETS_PCI35_DN,FURUKAWA_DUSP6_TARGETS_PCI35_DN,Details ...,63,-0.28233117,-1.0296694,0.40688258,0.6417283,1,2844,"tags=29%, list=21%, signal=36%",Tfh
GSE32986_UNSTIM_VS_GMCSF_STIM_DC_DN,GSE32986_UNSTIM_VS_GMCSF_STIM_DC_DN,Details ...,171,-0.23821506,-1.0281029,0.37777779,0.6310435,1,3377,"tags=33%, list=25%, signal=44%",Tfh
PID_P38_MKK3_6PATHWAY,PID_P38_MKK3_6PATHWAY,Details ...,26,-0.3370446,-1.0187097,0.3984064,0.6466907,1,1750,"tags=23%, list=13%, signal=26%",Tfh
REACTOME_COSTIMULATION_BY_THE_CD28_FAMILY,REACTOME_COSTIMULATION_BY_THE_CD28_FAMILY,Details ...,65,-0.2733198,-1.0001445,0.416318,0.6907559,1,2408,"tags=26%, list=18%, signal=32%",Tfh
GO_POSITIVE_REGULATION_OF_MAPK_CASCADE,GO_POSITIVE_REGULATION_OF_MAPK_CASCADE,Details ...,388,-0.21263127,-0.99830574,0.4496788,0.68150395,1,1912,"tags=15%, list=14%, signal=17%",Tfh
HALLMARK_IL6_JAK_STAT3_SIGNALING,HALLMARK_IL6_JAK_STAT3_SIGNALING,Details ...,76,-0.2599841,-0.9970298,0.4729459,0.67097276,1,3528,"tags=39%, list=26%, signal=53%",Tfh
REACTOME_ACTIVATED_TAK1_MEDIATES_P38_MAPK_ACTIVATION,REACTOME_ACTIVATED_TAK1_MEDIATES_P38_MAPK_ACTIVATION,Details ...,20,-0.34133947,-0.9895709,0.47244096,0.6796859,1,1774,"tags=20%, list=13%, signal=23%",Tfh
PTEN_DN.V1_DN,PTEN_DN.V1_DN,Details ...,96,-0.2500676,-0.98754483,0.47389558,0.6725904,1,3456,"tags=29%, list=26%, signal=39%",Tfh
REACTOME_GRB2_SOS_PROVIDES_LINKAGE_TO_MAPK_SIGNALING_FOR_INTEGRINS,REACTOME_GRB2_SOS_PROVIDES_LINKAGE_TO_MAPK_SIGNALING_FOR_INTEGRINS,Details ...,12,-0.40369576,-0.98654974,0.49377593,0.6621121,1,2252,"tags=33%, list=17%, signal=40%",Tfh
REACTOME_P130CAS_LINKAGE_TO_MAPK_SIGNALING_FOR_INTEGRINS,REACTOME_P130CAS_LINKAGE_TO_MAPK_SIGNALING_FOR_INTEGRINS,,12,-0.3878286,-0.96888554,0.47969052,0.7003741,1,1892,"tags=25%, list=14%, signal=29%",Tfh
GSE32986_GMCSF_VS_GMCSF_AND_CURDLAN_HIGHDOSE_STIM_DC_UP,GSE32986_GMCSF_VS_GMCSF_AND_CURDLAN_HIGHDOSE_STIM_DC_UP,,178,-0.22390631,-0.96414566,0.53944564,0.69968605,1,1377,"tags=13%, list=10%, signal=15%",Tfh
GO_POSITIVE_REGULATION_OF_TORC1_SIGNALING,GO_POSITIVE_REGULATION_OF_TORC1_SIGNALING,,12,-0.38047042,-0.9460037,0.53752536,0.7391165,1,918,"tags=33%, list=7%, signal=36%",Tfh
GSE3565_DUSP1_VS_WT_SPLENOCYTES_UP,GSE3565_DUSP1_VS_WT_SPLENOCYTES_UP,,155,-0.22066015,-0.929722,0.62422997,0.7745189,1,2025,"tags=21%, list=15%, signal=24%",Tfh
GSE32986_GMCSF_AND_CURDLAN_LOWDOSE_VS_GMCSF_AND_CURDLAN_HIGHDOSE_STIM_DC_DN,GSE32986_GMCSF_AND_CURDLAN_LOWDOSE_VS_GMCSF_AND_CURDLAN_HIGHDOSE_STIM_DC_DN,,117,-0.22828473,-0.92564493,0.64065707,0.7718823,1,2432,"tags=21%, list=18%, signal=25%",Tfh
BIOCARTA_P38MAPK_PATHWAY,BIOCARTA_P38MAPK_PATHWAY,,35,-0.28851795,-0.9225273,0.5742972,0.7673279,1,2432,"tags=26%, list=18%, signal=31%",Tfh
GO_LYMPHOCYTE_COSTIMULATION,GO_LYMPHOCYTE_COSTIMULATION,,51,-0.25709826,-0.9179733,0.61098903,0.7655743,1,2359,"tags=27%, list=17%, signal=33%",Tfh
GSE32986_UNSTIM_VS_CURDLAN_HIGHDOSE_STIM_DC_UP,GSE32986_UNSTIM_VS_CURDLAN_HIGHDOSE_STIM_DC_UP,,181,-0.2095309,-0.91112804,0.73084885,0.77016956,1,2829,"tags=25%, list=21%, signal=32%",Tfh
BIOCARTA_CTLA4_PATHWAY,BIOCARTA_CTLA4_PATHWAY,,19,-0.31837356,-0.8919523,0.6292585,0.80737805,1,1133,"tags=21%, list=8%, signal=23%",Tfh
PID_MAPK_TRK_PATHWAY,PID_MAPK_TRK_PATHWAY,,31,-0.28164747,-0.8769715,0.6646586,0.8315075,1,1654,"tags=26%, list=12%, signal=29%",Tfh
SA_PTEN_PATHWAY,SA_PTEN_PATHWAY,,17,-0.32036382,-0.87478817,0.61904764,0.8228028,1,2252,"tags=35%, list=17%, signal=42%",Tfh
KEGG_EPITHELIAL_CELL_SIGNALING_IN_HELICOBACTER_PYLORI_INFECTION,KEGG_EPITHELIAL_CELL_SIGNALING_IN_HELICOBACTER_PYLORI_INFECTION,,63,-0.22222346,-0.8189119,0.80284554,0.9244216,1,1264,"tags=16%, list=9%, signal=17%",Tfh
GO_NEGATIVE_REGULATION_OF_RECEPTOR_SIGNALING_PATHWAY_VIA_JAK_STAT,GO_NEGATIVE_REGULATION_OF_RECEPTOR_SIGNALING_PATHWAY_VIA_JAK_STAT,,16,-0.28124207,-0.7736871,0.77800405,0.9759751,1,1946,"tags=25%, list=14%, signal=29%",Tfh
KIM_PTEN_TARGETS_UP,KIM_PTEN_TARGETS_UP,,13,-0.30407667,-0.7701092,0.80167013,0.96488917,1,1707,"tags=23%, list=13%, signal=26%",Tfh
PTEN_DN.V1_UP,PTEN_DN.V1_UP,,106,-0.1901882,-0.7679007,0.9502982,0.9524617,1,3108,"tags=25%, list=23%, signal=32%",Tfh
JAK_STAT_CASCADE,JAK_STAT_CASCADE,,26,-0.2483108,-0.7417498,0.87449396,0.9629962,1,2041,"tags=23%, list=15%, signal=27%",Tfh
OUYANG_PROSTATE_CANCER_MARKERS,OUYANG_PROSTATE_CANCER_MARKERS,,18,-0.26569808,-0.73179305,0.8428571,0.9565968,1,1892,"tags=17%, list=14%, signal=19%",Tfh
KEGG_VEGF_SIGNALING_PATHWAY,KEGG_VEGF_SIGNALING_PATHWAY,,66,-0.19487265,-0.73088455,0.95426196,0.94322336,1,2611,"tags=21%, list=19%, signal=26%",Tfh
JAK2_DN.V1_UP,JAK2_DN.V1_UP,,90,-0.17587642,-0.6877097,0.98367345,0.95600826,1,3737,"tags=26%, list=28%, signal=35%",Tfh
JAK2_DN.V1_DN,JAK2_DN.V1_DN,Details ...,95,0.5274643,2.029284,0,0,0,2493,"tags=43%, list=18%, signal=53%",Tfh
GSE32986_UNSTIM_VS_GMCSF_STIM_DC_UP,GSE32986_UNSTIM_VS_GMCSF_STIM_DC_UP,Details ...,150,0.45728964,1.9004027,0,0.005998157,0.014,2140,"tags=31%, list=16%, signal=37%",Tfh
GSE32986_UNSTIM_VS_GMCSF_AND_CURDLAN_HIGHDOSE_STIM_DC_DN,GSE32986_UNSTIM_VS_GMCSF_AND_CURDLAN_HIGHDOSE_STIM_DC_DN,Details ...,156,0.4445093,1.8797628,0,0.005635453,0.02,1836,"tags=31%, list=14%, signal=36%",Tfh
TURJANSKI_MAPK14_TARGETS,TURJANSKI_MAPK14_TARGETS,Details ...,10,0.7870093,1.8480573,0,0.006588073,0.031,847,"tags=40%, list=6%, signal=43%",Tfh
PHONG_TNF_TARGETS_UP,PHONG_TNF_TARGETS_UP,Details ...,52,0.5221466,1.8206496,0.001915709,0.007657854,0.045,856,"tags=19%, list=6%, signal=20%",Tfh
GSE32986_GMCSF_VS_GMCSF_AND_CURDLAN_HIGHDOSE_STIM_DC_DN,GSE32986_GMCSF_VS_GMCSF_AND_CURDLAN_HIGHDOSE_STIM_DC_DN,Details ...,155,0.43196866,1.8108474,0,0.007186367,0.05,3359,"tags=45%, list=25%, signal=59%",Tfh
GSE32986_GMCSF_VS_GMCSF_AND_CURDLAN_LOWDOSE_STIM_DC_DN,GSE32986_GMCSF_VS_GMCSF_AND_CURDLAN_LOWDOSE_STIM_DC_DN,Details ...,146,0.4033979,1.6869109,0,0.031158764,0.228,2250,"tags=29%, list=17%, signal=34%",Tfh
TURJANSKI_MAPK1_AND_MAPK2_TARGETS,TURJANSKI_MAPK1_AND_MAPK2_TARGETS,Details ...,12,0.6638876,1.6148474,0.025742574,0.052489687,0.391,1576,"tags=42%, list=12%, signal=47%",Tfh
BIOCARTA_EPO_PATHWAY,BIOCARTA_EPO_PATHWAY,Details ...,18,0.5738278,1.6006516,0.001976285,0.0521897,0.423,1225,"tags=28%, list=9%, signal=31%",Tfh
BIOCARTA_41BB_PATHWAY,BIOCARTA_41BB_PATHWAY,Details ...,18,0.55957484,1.5713044,0.028957529,0.059178255,0.498,1279,"tags=28%, list=9%, signal=31%",Tfh
ZHOU_INFLAMMATORY_RESPONSE_LIVE_UP,ZHOU_INFLAMMATORY_RESPONSE_LIVE_UP,Details ...,302,0.3365461,1.5248854,0,0.07982473,0.637,2623,"tags=24%, list=19%, signal=29%",Tfh
GSE32986_UNSTIM_VS_GMCSF_AND_CURDLAN_LOWDOSE_STIM_DC_DN,GSE32986_UNSTIM_VS_GMCSF_AND_CURDLAN_LOWDOSE_STIM_DC_DN,Details ...,167,0.35230803,1.488102,0.004,0.0950064,0.744,1912,"tags=28%, list=14%, signal=32%",Tfh
BIOCARTA_FCER1_PATHWAY,BIOCARTA_FCER1_PATHWAY,Details ...,37,0.43826202,1.4550897,0.04016064,0.1140003,0.824,1781,"tags=24%, list=13%, signal=28%",Tfh
PTEN_DN.V2_DN,PTEN_DN.V2_DN,Details ...,100,0.37171686,1.453969,0.018036073,0.10655096,0.826,3124,"tags=34%, list=23%, signal=44%",Tfh
GSE32986_UNSTIM_VS_CURDLAN_HIGHDOSE_STIM_DC_DN,GSE32986_UNSTIM_VS_CURDLAN_HIGHDOSE_STIM_DC_DN,Details ...,170,0.33761543,1.4467233,0.009328358,0.10572213,0.848,1783,"tags=25%, list=13%, signal=29%",Tfh
ST_JNK_MAPK_PATHWAY,ST_JNK_MAPK_PATHWAY,Details ...,37,0.43171394,1.4350337,0.048582997,0.1078254,0.872,3592,"tags=38%, list=27%, signal=51%",Tfh
BIOCARTA_TPO_PATHWAY,BIOCARTA_TPO_PATHWAY,Details ...,23,0.49799168,1.4260099,0.064257026,0.10799184,0.892,1434,"tags=22%, list=11%, signal=24%",Tfh
PHONG_TNF_RESPONSE_NOT_VIA_P38,PHONG_TNF_RESPONSE_NOT_VIA_P38,Details ...,293,0.30040616,1.3508874,0.003883495,0.17068218,0.981,1907,"tags=18%, list=14%, signal=21%",Tfh
REACTOME_SIGNALING_BY_ACTIVIN,REACTOME_SIGNALING_BY_ACTIVIN,Details ...,11,0.54599535,1.3327413,0.1437247,0.1817887,0.984,1647,"tags=36%, list=12%, signal=41%",Tfh
BIOCARTA_MAPK_PATHWAY,BIOCARTA_MAPK_PATHWAY,Details ...,81,0.3497461,1.3275933,0.052837573,0.17934063,0.986,3688,"tags=46%, list=27%, signal=62%",Tfh
PHONG_TNF_RESPONSE_VIA_P38_COMPLETE,PHONG_TNF_RESPONSE_VIA_P38_COMPLETE,Details ...,202,0.30441543,1.3163651,0.033333335,0.1823251,0.987,2517,"tags=28%, list=19%, signal=34%",Tfh
PHONG_TNF_RESPONSE_VIA_P38_PARTIAL,PHONG_TNF_RESPONSE_VIA_P38_PARTIAL,Details ...,132,0.3167336,1.3068072,0.033519555,0.18462838,0.991,2771,"tags=30%, list=20%, signal=37%",Tfh
OUYANG_PROSTATE_CANCER_PROGRESSION_UP,OUYANG_PROSTATE_CANCER_PROGRESSION_UP,Details ...,21,0.45848492,1.2975168,0.14700194,0.18804169,0.994,648,"tags=14%, list=5%, signal=15%",Tfh
GO_NEGATIVE_REGULATION_OF_TORC1_SIGNALING,GO_NEGATIVE_REGULATION_OF_TORC1_SIGNALING,Details ...,13,0.50825894,1.2925478,0.16182573,0.18561406,0.995,3883,"tags=54%, list=29%, signal=75%",Tfh
KEGG_JAK_STAT_SIGNALING_PATHWAY,KEGG_JAK_STAT_SIGNALING_PATHWAY,Details ...,112,0.3192397,1.2739295,0.053537283,0.20150857,0.996,2068,"tags=19%, list=15%, signal=22%",Tfh
REACTOME_MAPK_TARGETS_NUCLEAR_EVENTS_MEDIATED_BY_MAP_KINASES,REACTOME_MAPK_TARGETS_NUCLEAR_EVENTS_MEDIATED_BY_MAP_KINASES,Details ...,30,0.40377745,1.2548318,0.14204545,0.21880627,0.998,884,"tags=20%, list=7%, signal=21%",Tfh
KEGG_MAPK_SIGNALING_PATHWAY,KEGG_MAPK_SIGNALING_PATHWAY,Details ...,225,0.28623873,1.2538482,0.044088177,0.21221837,0.998,2891,"tags=29%, list=21%, signal=36%",Tfh
GSE32986_CURDLAN_LOWDOSE_VS_CURDLAN_HIGHDOSE_STIM_DC_DN,GSE32986_CURDLAN_LOWDOSE_VS_CURDLAN_HIGHDOSE_STIM_DC_DN,Details ...,175,0.28233165,1.2047813,0.106299214,0.27403992,1,1194,"tags=17%, list=9%, signal=18%",Tfh
GSE32986_CURDLAN_HIGHDOSE_VS_GMCSF_AND_CURDLAN_HIGHDOSE_STIM_DC_DN,GSE32986_CURDLAN_HIGHDOSE_VS_GMCSF_AND_CURDLAN_HIGHDOSE_STIM_DC_DN,Details ...,182,0.28274646,1.2044617,0.07602339,0.2651373,1,1587,"tags=17%, list=12%, signal=19%",Tfh
MORF_PTEN,MORF_PTEN,Details ...,67,0.32353324,1.1812297,0.18199609,0.2947808,1,3429,"tags=37%, list=25%, signal=50%",Tfh
OUYANG_PROSTATE_CANCER_PROGRESSION_DN,OUYANG_PROSTATE_CANCER_PROGRESSION_DN,Details ...,19,0.40737554,1.143127,0.28189301,0.354325,1,1673,"tags=21%, list=12%, signal=24%",Tfh
ZHOU_INFLAMMATORY_RESPONSE_FIMA_DN,ZHOU_INFLAMMATORY_RESPONSE_FIMA_DN,Details ...,206,0.264455,1.1347177,0.1553398,0.35974348,1,2139,"tags=18%, list=16%, signal=21%",Tfh
GSE3565_CTRL_VS_LPS_INJECTED_DUSP1_KO_SPLENOCYTES_DN,GSE3565_CTRL_VS_LPS_INJECTED_DUSP1_KO_SPLENOCYTES_DN,Details ...,167,0.2660131,1.1346709,0.1611002,0.34893537,1,3020,"tags=32%, list=22%, signal=41%",Tfh
GO_TORC1_SIGNALING,GO_TORC1_SIGNALING,Details ...,35,0.335607,1.1125519,0.2826087,0.3843749,1,3074,"tags=43%, list=23%, signal=55%",Tfh
ST_ERK1_ERK2_MAPK_PATHWAY,ST_ERK1_ERK2_MAPK_PATHWAY,Details ...,30,0.35498977,1.0979218,0.29783037,0.40340954,1,1521,"tags=27%, list=11%, signal=30%",Tfh
ZHOU_INFLAMMATORY_RESPONSE_FIMA_UP,ZHOU_INFLAMMATORY_RESPONSE_FIMA_UP,Details ...,337,0.24392232,1.0961498,0.2091743,0.39552817,1,2435,"tags=18%, list=18%, signal=21%",Tfh
GSE32986_GMCSF_AND_CURDLAN_LOWDOSE_VS_GMCSF_AND_CURDLAN_HIGHDOSE_STIM_DC_UP,GSE32986_GMCSF_AND_CURDLAN_LOWDOSE_VS_GMCSF_AND_CURDLAN_HIGHDOSE_STIM_DC_UP,Details ...,182,0.24140133,1.0416758,0.3528265,0.50802046,1,2673,"tags=26%, list=20%, signal=32%",Tfh
MORF_JAK3,MORF_JAK3,Details ...,66,0.28489837,1.0397319,0.4011628,0.4996898,1,1961,"tags=18%, list=14%, signal=21%",Tfh
REACTOME_REGULATION_OF_PTEN_GENE_TRANSCRIPTION,REACTOME_REGULATION_OF_PTEN_GENE_TRANSCRIPTION,Details ...,58,0.2894361,1.038611,0.37284896,0.48977232,1,839,"tags=12%, list=6%, signal=13%",Tfh
ST_P38_MAPK_PATHWAY,ST_P38_MAPK_PATHWAY,Details ...,36,0.31966695,1.030164,0.39453125,0.4981294,1,2718,"tags=28%, list=20%, signal=35%",Tfh
GO_REGULATION_OF_ACTIVIN_RECEPTOR_SIGNALING_PATHWAY,GO_REGULATION_OF_ACTIVIN_RECEPTOR_SIGNALING_PATHWAY,Details ...,19,0.36692756,1.0203366,0.4140625,0.50913537,1,2519,"tags=32%, list=19%, signal=39%",Tfh
REACTOME_NEGATIVE_REGULATION_OF_MAPK_PATHWAY,REACTOME_NEGATIVE_REGULATION_OF_MAPK_PATHWAY,Details ...,38,0.3051157,1.001156,0.45279384,0.54381007,1,1059,"tags=13%, list=8%, signal=14%",Tfh
