NAME,GS<br> follow link to MSigDB,GS DETAILS,SIZE,ES,NES,NOM p-val,FDR q-val,FWER p-val,RANK AT MAX,LEADING EDGE,group
REACTOME_MTORC1_MEDIATED_SIGNALLING,REACTOME_MTORC1_MEDIATED_SIGNALLING,Details ...,23,-0.48913392,-1.3716311,0.078156315,0.15596564,0.948,2493,"tags=48%, list=20%, signal=60%",Tn
BIOCARTA_CTLA4_PATHWAY,BIOCARTA_CTLA4_PATHWAY,Details ...,19,-0.49806345,-1.3662888,0.09325397,0.15382631,0.951,3504,"tags=47%, list=28%, signal=66%",Tn
REACTOME_P130CAS_LINKAGE_TO_MAPK_SIGNALING_FOR_INTEGRINS,REACTOME_P130CAS_LINKAGE_TO_MAPK_SIGNALING_FOR_INTEGRINS,Details ...,11,-0.56700295,-1.3650659,0.10873786,0.14871989,0.953,864,"tags=27%, list=7%, signal=29%",Tn
REACTOME_MAP2K_AND_MAPK_ACTIVATION,REACTOME_MAP2K_AND_MAPK_ACTIVATION,Details ...,35,-0.42502373,-1.3557113,0.07809111,0.15270817,0.962,1244,"tags=29%, list=10%, signal=32%",Tn
REACTOME_GASTRIN_CREB_SIGNALLING_PATHWAY_VIA_PKC_AND_MAPK,REACTOME_GASTRIN_CREB_SIGNALLING_PATHWAY_VIA_PKC_AND_MAPK,Details ...,14,-0.5130941,-1.3384995,0.113871634,0.16497573,0.972,1153,"tags=29%, list=9%, signal=31%",Tn
GNF2_JAK1,GNF2_JAK1,Details ...,28,-0.43525708,-1.3216424,0.117256634,0.17784572,0.984,2578,"tags=46%, list=21%, signal=58%",Tn
REACTOME_GRB2_SOS_PROVIDES_LINKAGE_TO_MAPK_SIGNALING_FOR_INTERGRINS,REACTOME_GRB2_SOS_PROVIDES_LINKAGE_TO_MAPK_SIGNALING_FOR_INTERGRINS,Details ...,12,-0.53168625,-1.2797285,0.17034069,0.22561873,0.998,864,"tags=25%, list=7%, signal=27%",Tn
REACTOME_GRB2_SOS_PROVIDES_LINKAGE_TO_MAPK_SIGNALING_FOR_INTEGRINS,REACTOME_GRB2_SOS_PROVIDES_LINKAGE_TO_MAPK_SIGNALING_FOR_INTEGRINS,Details ...,12,-0.53168625,-1.2773143,0.17782427,0.22077902,0.999,864,"tags=25%, list=7%, signal=27%",Tn
BIOCARTA_ECM_PATHWAY,BIOCARTA_ECM_PATHWAY,Details ...,17,-0.47734442,-1.2752019,0.15134099,0.2159492,0.999,1170,"tags=35%, list=9%, signal=39%",Tn
GSE32986_UNSTIM_VS_GMCSF_AND_CURDLAN_HIGHDOSE_STIM_DC_UP,GSE32986_UNSTIM_VS_GMCSF_AND_CURDLAN_HIGHDOSE_STIM_DC_UP,Details ...,174,-0.30231678,-1.2633175,0.04605263,0.22538643,0.999,3193,"tags=37%, list=25%, signal=49%",Tn
GSE32986_UNSTIM_VS_CURDLAN_LOWDOSE_STIM_DC_UP,GSE32986_UNSTIM_VS_CURDLAN_LOWDOSE_STIM_DC_UP,Details ...,176,-0.29847175,-1.2516142,0.044303797,0.2335169,0.999,2904,"tags=37%, list=23%, signal=47%",Tn
BIOCARTA_MAPK_PATHWAY,BIOCARTA_MAPK_PATHWAY,Details ...,79,0.37858862,1.3678907,0.03448276,0.23656209,0.971,2742,"tags=34%, list=22%, signal=43%",Tn
GSE32986_UNSTIM_VS_GMCSF_AND_CURDLAN_LOWDOSE_STIM_DC_DN,GSE32986_UNSTIM_VS_GMCSF_AND_CURDLAN_LOWDOSE_STIM_DC_DN,Details ...,165,0.35749516,1.4709297,0.001811594,0.14991537,0.795,1643,"tags=27%, list=13%, signal=30%",Tn
GSE32986_UNSTIM_VS_GMCSF_STIM_DC_UP,GSE32986_UNSTIM_VS_GMCSF_STIM_DC_UP,Details ...,151,0.37252408,1.5081892,0.010657194,0.12902713,0.695,2010,"tags=28%, list=16%, signal=34%",Tn
PTEN_DN.V2_DN,PTEN_DN.V2_DN,Details ...,95,0.41804948,1.5707333,0.007434944,0.08724825,0.495,3236,"tags=36%, list=26%, signal=48%",Tn
BIOCARTA_EPO_PATHWAY,BIOCARTA_EPO_PATHWAY,Details ...,18,0.6150925,1.6228063,0.020242915,0.06459911,0.363,1763,"tags=39%, list=14%, signal=45%",Tn
PHONG_TNF_TARGETS_UP,PHONG_TNF_TARGETS_UP,Details ...,47,0.48533595,1.6296253,0.006122449,0.07105052,0.336,1071,"tags=21%, list=9%, signal=23%",Tn
GSE32986_GMCSF_VS_GMCSF_AND_CURDLAN_HIGHDOSE_STIM_DC_DN,GSE32986_GMCSF_VS_GMCSF_AND_CURDLAN_HIGHDOSE_STIM_DC_DN,Details ...,146,0.40597528,1.6303526,0,0.08861165,0.336,2953,"tags=42%, list=24%, signal=55%",Tn
GSE32986_UNSTIM_VS_GMCSF_AND_CURDLAN_HIGHDOSE_STIM_DC_DN,GSE32986_UNSTIM_VS_GMCSF_AND_CURDLAN_HIGHDOSE_STIM_DC_DN,Details ...,155,0.41550133,1.6680418,0,0.08339623,0.253,2344,"tags=37%, list=19%, signal=45%",Tn
TURJANSKI_MAPK1_AND_MAPK2_TARGETS,TURJANSKI_MAPK1_AND_MAPK2_TARGETS,Details ...,12,0.6990669,1.7167678,0.003968254,0.07704861,0.162,1208,"tags=33%, list=10%, signal=37%",Tn
JAK2_DN.V1_DN,JAK2_DN.V1_DN,Details ...,87,0.5049018,1.8899697,0,0.018834006,0.021,1821,"tags=32%, list=15%, signal=37%",Tn
,,,,,,,,,,,
