NAME,GS<br> follow link to MSigDB,GS DETAILS,SIZE,ES,NES,NOM p-val,FDR q-val,FWER p-val,RANK AT MAX,LEADING EDGE,group
HALLMARK_TNFA_SIGNALING_VIA_NFKB,HALLMARK_TNFA_SIGNALING_VIA_NFKB,Details ...,175,0.5350916,1.8025031,0,0.003821491,0.008,1986,"tags=39%, list=15%, signal=45%",TfhvsTn_TC
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,Details ...,135,0.46146813,1.5040829,0.003722085,0.11862855,0.309,1768,"tags=27%, list=13%, signal=31%",TfhvsTn_TC
HALLMARK_INFLAMMATORY_RESPONSE,HALLMARK_INFLAMMATORY_RESPONSE,Details ...,150,0.45412412,1.499675,0.005050505,0.093458064,0.322,1625,"tags=31%, list=12%, signal=35%",TfhvsTn_TC
HALLMARK_ESTROGEN_RESPONSE_LATE,HALLMARK_ESTROGEN_RESPONSE_LATE,Details ...,155,0.45156035,1.4980799,0.003712871,0.07599944,0.328,2289,"tags=31%, list=17%, signal=37%",TfhvsTn_TC
HALLMARK_HEDGEHOG_SIGNALING,HALLMARK_HEDGEHOG_SIGNALING,Details ...,28,0.57814556,1.4865696,0.049401198,0.07290406,0.372,862,"tags=32%, list=7%, signal=34%",TfhvsTn_TC
HALLMARK_ESTROGEN_RESPONSE_EARLY,HALLMARK_ESTROGEN_RESPONSE_EARLY,Details ...,161,0.42897466,1.4201322,0.012195122,0.119904295,0.595,1454,"tags=24%, list=11%, signal=26%",TfhvsTn_TC
HALLMARK_ALLOGRAFT_REJECTION,HALLMARK_ALLOGRAFT_REJECTION,Details ...,172,0.41766396,1.4060898,0.010843374,0.122379735,0.652,1853,"tags=29%, list=14%, signal=33%",TfhvsTn_TC
HALLMARK_UV_RESPONSE_DN,HALLMARK_UV_RESPONSE_DN,Details ...,115,0.43504387,1.4039011,0.027667984,0.11111263,0.655,1776,"tags=27%, list=14%, signal=31%",TfhvsTn_TC
HALLMARK_COMPLEMENT,HALLMARK_COMPLEMENT,Details ...,152,0.41827935,1.3896525,0.022891566,0.11607897,0.708,1739,"tags=22%, list=13%, signal=25%",TfhvsTn_TC
HALLMARK_MYOGENESIS,HALLMARK_MYOGENESIS,Details ...,137,0.42371723,1.3812975,0.026184538,0.11626185,0.743,2223,"tags=31%, list=17%, signal=37%",TfhvsTn_TC
HALLMARK_INTERFERON_GAMMA_RESPONSE,HALLMARK_INTERFERON_GAMMA_RESPONSE,Details ...,176,0.40416327,1.3748497,0.014218009,0.113905765,0.769,1967,"tags=28%, list=15%, signal=32%",TfhvsTn_TC
HALLMARK_IL6_JAK_STAT3_SIGNALING,HALLMARK_IL6_JAK_STAT3_SIGNALING,Details ...,71,0.45589846,1.3488625,0.057142857,0.1356061,0.856,1171,"tags=32%, list=9%, signal=35%",TfhvsTn_TC
HALLMARK_ANGIOGENESIS,HALLMARK_ANGIOGENESIS,Details ...,25,0.5381918,1.3400298,0.11737805,0.1351207,0.877,1971,"tags=32%, list=15%, signal=38%",TfhvsTn_TC
HALLMARK_KRAS_SIGNALING_UP,HALLMARK_KRAS_SIGNALING_UP,Details ...,147,0.39883718,1.3193926,0.040892195,0.15073624,0.928,2584,"tags=33%, list=20%, signal=41%",TfhvsTn_TC
HALLMARK_P53_PATHWAY,HALLMARK_P53_PATHWAY,Details ...,172,0.38943312,1.3141125,0.036363635,0.14738296,0.935,1537,"tags=22%, list=12%, signal=25%",TfhvsTn_TC
HALLMARK_HYPOXIA,HALLMARK_HYPOXIA,Details ...,158,0.392906,1.3074429,0.04779412,0.14617947,0.942,2914,"tags=32%, list=22%, signal=40%",TfhvsTn_TC
HALLMARK_GLYCOLYSIS,HALLMARK_GLYCOLYSIS,Details ...,162,0.3909072,1.2997876,0.045184303,0.1476801,0.948,2011,"tags=22%, list=15%, signal=26%",TfhvsTn_TC
HALLMARK_HEME_METABOLISM,HALLMARK_HEME_METABOLISM,Details ...,164,0.3842864,1.2711136,0.0834341,0.17507294,0.972,1389,"tags=18%, list=11%, signal=20%",TfhvsTn_TC
HALLMARK_APICAL_JUNCTION,HALLMARK_APICAL_JUNCTION,Details ...,150,0.37215707,1.2304823,0.10641026,0.23193102,0.991,2721,"tags=32%, list=21%, signal=40%",TfhvsTn_TC
HALLMARK_PROTEIN_SECRETION,HALLMARK_PROTEIN_SECRETION,Details ...,86,0.3877237,1.2054126,0.1603261,0.26591304,1,3815,"tags=43%, list=29%, signal=60%",TfhvsTn_TC
HALLMARK_COAGULATION,HALLMARK_COAGULATION,Details ...,89,0.38345987,1.2039502,0.16622691,0.25668994,1,2085,"tags=26%, list=16%, signal=31%",TfhvsTn_TC
HALLMARK_KRAS_SIGNALING_DN,HALLMARK_KRAS_SIGNALING_DN,Details ...,103,0.37381214,1.189372,0.15521629,0.27180386,1,2379,"tags=23%, list=18%, signal=28%",TfhvsTn_TC
HALLMARK_MITOTIC_SPINDLE,HALLMARK_MITOTIC_SPINDLE,Details ...,192,0.34585986,1.1784222,0.1375598,0.27944338,1,2226,"tags=24%, list=17%, signal=28%",TfhvsTn_TC
HALLMARK_ANDROGEN_RESPONSE,HALLMARK_ANDROGEN_RESPONSE,Details ...,81,0.3699505,1.1252818,0.2542373,0.3726442,1,891,"tags=15%, list=7%, signal=16%",TfhvsTn_TC
HALLMARK_APICAL_SURFACE,HALLMARK_APICAL_SURFACE,Details ...,31,0.42651686,1.1113656,0.3057229,0.39053568,1,963,"tags=23%, list=7%, signal=24%",TfhvsTn_TC
HALLMARK_APOPTOSIS,HALLMARK_APOPTOSIS,Details ...,139,0.32611182,1.0691091,0.3341615,0.47409073,1,1569,"tags=23%, list=12%, signal=26%",TfhvsTn_TC
HALLMARK_UV_RESPONSE_UP,HALLMARK_UV_RESPONSE_UP,Details ...,138,0.32159725,1.0511212,0.3681592,0.5009921,1,2211,"tags=22%, list=17%, signal=27%",TfhvsTn_TC
HALLMARK_NOTCH_SIGNALING,HALLMARK_NOTCH_SIGNALING,Details ...,29,0.38950115,1.0083381,0.47280967,0.5880533,1,3174,"tags=41%, list=24%, signal=54%",TfhvsTn_TC
HALLMARK_BILE_ACID_METABOLISM,HALLMARK_BILE_ACID_METABOLISM,Details ...,84,0.32682812,1.0013146,0.4543011,0.58803195,1,3371,"tags=31%, list=26%, signal=41%",TfhvsTn_TC
HALLMARK_XENOBIOTIC_METABOLISM,HALLMARK_XENOBIOTIC_METABOLISM,Details ...,150,0.29599428,0.97915906,0.50917995,0.62233585,1,2110,"tags=22%, list=16%, signal=26%",TfhvsTn_TC
HALLMARK_SPERMATOGENESIS,HALLMARK_SPERMATOGENESIS,Details ...,88,0.3040661,0.93774295,0.5915679,0.7027733,1,3214,"tags=28%, list=24%, signal=37%",TfhvsTn_TC
HALLMARK_PI3K_AKT_MTOR_SIGNALING,HALLMARK_PI3K_AKT_MTOR_SIGNALING,Details ...,94,0.29019994,0.90112245,0.66319895,0.768494,1,883,"tags=9%, list=7%, signal=9%",TfhvsTn_TC
HALLMARK_G2M_CHECKPOINT,HALLMARK_G2M_CHECKPOINT,Details ...,183,0.26222935,0.8808973,0.7339782,0.7928695,1,3681,"tags=32%, list=28%, signal=43%",TfhvsTn_TC
HALLMARK_FATTY_ACID_METABOLISM,HALLMARK_FATTY_ACID_METABOLISM,Details ...,130,0.24173158,0.7852687,0.89447236,0.95607084,1,473,"tags=6%, list=4%, signal=6%",TfhvsTn_TC
HALLMARK_PANCREAS_BETA_CELLS,HALLMARK_PANCREAS_BETA_CELLS,Details ...,19,0.3139032,0.7502073,0.7894737,0.9756658,1,784,"tags=11%, list=6%, signal=11%",TfhvsTn_TC
HALLMARK_E2F_TARGETS,HALLMARK_E2F_TARGETS,Details ...,191,0.20501494,0.6932134,0.9915254,0.9945898,1,3681,"tags=30%, list=28%, signal=41%",TfhvsTn_TC
HALLMARK_PEROXISOME,HALLMARK_PEROXISOME,Details ...,82,0.21436673,0.65943325,0.9815547,0.98266435,1,3446,"tags=28%, list=26%, signal=38%",TfhvsTn_TC
